SLB origin time,SLB Horizontal Difference,SLB Depth Difference,SLB Total Difference,Year/Mo. Category
15/12/2011 00:57:20.746,8342.88,716.00,8373.55,2011
17/12/2011 16:10:01.009,8323.86,766.00,8359.03,2011
09/01/2012 18:41:47.932,8323.63,663.00,8350.00,2012/1
10/01/2012 17:01:24.622,8332.26,646.00,8357.27,2012/1
13/01/2012 23:28:40.715,8308.69,972.00,8365.35,2012/1
18/01/2012 08:59:57.938,8302.90,677.00,8330.45,2012/1
21/01/2012 03:41:45.843,8489.00,610.00,8510.89,2012/1
24/01/2012 14:06:08.324,8433.93,696.00,8462.60,2012/1
24/01/2012 14:06:10.339,8354.07,717.00,8384.79,2012/1
24/01/2012 17:14:26.948,8671.40,657.00,8696.25,2012/1
24/01/2012 21:15:59.580,8434.75,724.00,8465.76,2012/1
26/01/2012 02:36:33.208,8232.39,444.00,8244.35,2012/1
26/01/2012 02:37:16.895,8431.27,453.00,8443.43,2012/1
28/01/2012 15:02:24.368,8331.51,583.00,8351.88,2012/1
29/01/2012 15:48:59.660,7836.55,825.00,7879.86,2012/1
31/01/2012 02:43:52.066,8409.84,490.00,8424.10,2012/1
09/02/2012 04:47:23.303,8296.37,762.00,8331.29,2012/2
09/02/2012 04:47:24.072,8348.76,688.00,8377.06,2012/2
10/02/2012 10:19:04.388,8392.06,528.00,8408.65,2012/2
13/02/2012 23:38:59.125,8370.52,567.00,8389.70,2012/2
14/02/2012 03:21:34.468,8381.39,552.00,8399.54,2012/2
14/02/2012 08:05:31.359,8337.22,557.00,8355.80,2012/2
14/02/2012 19:17:12.875,8266.56,409.00,8276.67,2012/2
14/02/2012 21:25:11.643,8258.46,465.00,8271.54,2012/2
14/02/2012 23:49:02.622,8321.14,565.00,8340.29,2012/2
15/02/2012 01:09:50.059,7848.37,599.00,7871.20,2012/2
15/02/2012 01:23:42.477,8431.49,565.00,8450.40,2012/2
15/02/2012 05:08:29.083,7687.22,573.00,7708.54,2012/2
19/02/2012 05:41:17.022,8283.17,553.00,8301.61,2012/2
20/02/2012 00:31:34.022,8377.40,528.00,8394.02,2012/2
20/02/2012 01:27:29.383,8089.45,521.00,8106.21,2012/2
20/02/2012 02:42:58.032,8444.36,529.00,8460.91,2012/2
20/02/2012 04:29:01.509,7530.05,468.00,7544.58,2012/2
20/02/2012 16:59:47.244,8427.75,554.00,8445.94,2012/2
20/02/2012 17:48:32.067,8176.82,576.00,8197.08,2012/2
20/02/2012 23:25:19.317,7559.87,460.00,7573.86,2012/2
21/02/2012 11:28:44.929,8077.07,572.00,8097.30,2012/2
22/02/2012 00:44:57.508,8361.09,697.00,8390.09,2012/2
22/02/2012 10:23:38.417,8017.73,544.00,8036.16,2012/2
23/02/2012 04:26:53.039,8060.07,479.00,8074.29,2012/2
23/02/2012 04:26:54.081,7873.40,332.00,7880.40,2012/2
23/02/2012 04:26:57.016,8322.76,319.00,8328.87,2012/2
23/02/2012 04:27:10.776,8164.22,590.00,8185.51,2012/2
23/02/2012 04:28:30.600,7759.35,501.00,7775.51,2012/2
23/02/2012 10:20:59.182,8141.38,314.00,8147.43,2012/2
23/02/2012 17:39:55.559,7905.78,410.00,7916.40,2012/2
24/02/2012 03:25:24.435,8341.40,415.00,8351.72,2012/2
24/02/2012 22:41:25.467,8317.87,449.00,8329.98,2012/2
25/02/2012 04:12:39.432,8275.10,565.00,8294.36,2012/2
25/02/2012 06:01:20.975,7460.53,452.00,7474.21,2012/2
25/02/2012 07:30:50.955,8428.05,512.00,8443.58,2012/2
26/02/2012 02:39:07.278,7271.11,451.00,7285.08,2012/2
26/02/2012 04:08:20.697,8144.09,427.00,8155.28,2012/2
26/02/2012 04:08:34.486,8336.96,392.00,8346.17,2012/2
26/02/2012 04:08:43.779,8362.61,481.00,8376.43,2012/2
26/02/2012 04:15:51.318,7739.15,357.00,7747.38,2012/2
26/02/2012 05:02:09.826,8437.05,332.00,8443.58,2012/2
26/02/2012 05:03:36.391,8342.74,426.00,8353.60,2012/2
26/02/2012 05:06:11.719,8304.51,381.00,8313.24,2012/2
26/02/2012 05:06:14.501,8177.42,413.00,8187.84,2012/2
26/02/2012 05:06:32.712,8080.13,402.00,8090.12,2012/2
26/02/2012 05:07:19.596,8119.19,460.00,8132.21,2012/2
26/02/2012 05:08:56.636,8174.78,431.00,8186.14,2012/2
26/02/2012 05:09:21.189,8098.87,436.00,8110.60,2012/2
26/02/2012 05:09:22.166,8072.88,427.00,8084.17,2012/2
26/02/2012 12:19:11.952,8065.66,422.00,8076.70,2012/2
26/02/2012 12:19:33.369,7862.49,396.00,7872.46,2012/2
26/02/2012 13:47:11.476,7947.51,283.00,7952.55,2012/2
27/02/2012 09:09:06.550,8070.23,350.00,8077.82,2012/2
27/02/2012 19:37:11.494,7874.12,387.00,7883.63,2012/2
27/02/2012 19:51:08.814,8141.10,407.00,8151.27,2012/2
27/02/2012 19:57:21.645,8580.80,380.00,8589.21,2012/2
27/02/2012 19:58:28.766,8184.29,446.00,8196.43,2012/2
27/02/2012 19:58:29.626,8174.83,401.00,8184.66,2012/2
27/02/2012 19:58:32.126,7900.02,444.00,7912.49,2012/2
27/02/2012 19:59:04.746,8263.80,434.00,8275.19,2012/2
27/02/2012 19:59:32.713,7910.76,456.00,7923.89,2012/2
27/02/2012 20:01:31.215,8211.01,264.00,8215.25,2012/2
27/02/2012 20:02:37.759,8228.15,432.00,8239.49,2012/2
27/02/2012 20:03:48.103,8169.99,425.00,8181.04,2012/2
27/02/2012 20:03:56.403,7901.61,440.00,7913.85,2012/2
27/02/2012 20:09:51.869,7921.68,432.00,7933.45,2012/2
27/02/2012 20:09:55.169,8291.00,421.00,8301.68,2012/2
27/02/2012 20:09:57.704,8367.01,397.00,8376.42,2012/2
27/02/2012 20:10:13.773,8227.07,392.00,8236.40,2012/2
27/02/2012 20:10:31.981,8382.92,436.00,8394.25,2012/2
27/02/2012 20:11:20.585,7979.01,412.00,7989.64,2012/2
27/02/2012 20:11:25.878,7821.87,422.00,7833.25,2012/2
27/02/2012 20:12:00.700,8047.55,446.00,8059.90,2012/2
27/02/2012 20:12:17.771,7964.35,459.00,7977.57,2012/2
27/02/2012 20:12:26.227,8272.93,403.00,8282.74,2012/2
27/02/2012 20:12:34.930,7960.09,446.00,7972.57,2012/2
27/02/2012 20:12:56.428,8244.47,444.00,8256.42,2012/2
27/02/2012 20:12:58.582,8151.12,436.00,8162.77,2012/2
27/02/2012 20:13:05.379,8249.10,421.00,8259.84,2012/2
27/02/2012 20:13:30.394,8147.81,437.00,8159.52,2012/2
27/02/2012 20:13:32.675,7803.63,427.00,7815.31,2012/2
27/02/2012 20:13:40.349,7896.27,418.00,7907.33,2012/2
27/02/2012 20:13:42.598,8158.58,403.00,8168.53,2012/2
27/02/2012 20:14:03.290,7988.87,467.00,8002.51,2012/2
27/02/2012 20:15:03.115,8018.81,466.00,8032.33,2012/2
27/02/2012 20:15:05.309,8889.36,442.00,8900.34,2012/2
27/02/2012 20:15:11.723,7605.54,418.00,7617.02,2012/2
27/02/2012 20:15:36.911,8348.37,457.00,8360.86,2012/2
27/02/2012 20:15:47.423,7860.75,381.00,7869.98,2012/2
27/02/2012 20:15:51.584,7853.50,402.00,7863.79,2012/2
27/02/2012 20:16:05.414,8143.44,419.00,8154.21,2012/2
27/02/2012 20:17:44.334,8343.76,383.00,8352.55,2012/2
27/02/2012 20:18:18.890,7928.23,464.00,7941.80,2012/2
27/02/2012 20:19:57.714,7910.90,400.00,7921.01,2012/2
27/02/2012 20:20:24.241,7921.26,400.00,7931.36,2012/2
27/02/2012 20:23:00.163,8254.61,398.00,8264.20,2012/2
27/02/2012 20:24:49.974,7802.12,459.00,7815.61,2012/2
27/02/2012 20:31:57.965,7943.92,458.00,7957.11,2012/2
27/02/2012 20:32:39.168,7617.85,472.00,7632.45,2012/2
27/02/2012 20:32:41.430,8244.35,463.00,8257.34,2012/2
27/02/2012 20:33:02.129,7866.89,473.00,7881.10,2012/2
27/02/2012 20:33:24.855,8399.93,450.00,8411.98,2012/2
27/02/2012 20:33:49.832,7731.55,538.00,7750.25,2012/2
27/02/2012 20:35:09.284,7831.99,452.00,7845.03,2012/2
27/02/2012 20:37:53.050,7940.03,465.00,7953.64,2012/2
27/02/2012 20:39:54.843,7722.62,387.00,7732.31,2012/2
27/02/2012 20:41:26.846,8268.63,486.00,8282.90,2012/2
27/02/2012 20:56:41.643,7656.13,366.00,7664.87,2012/2
27/02/2012 20:59:26.508,7920.99,490.00,7936.14,2012/2
28/02/2012 02:27:18.631,8601.93,485.00,8615.59,2012/2
28/02/2012 02:27:49.664,7538.39,609.00,7562.95,2012/2
28/02/2012 02:27:53.559,8157.10,519.00,8173.59,2012/2
28/02/2012 02:27:59.234,8268.28,520.00,8284.61,2012/2
28/02/2012 02:29:18.894,8394.08,485.00,8408.08,2012/2
28/02/2012 02:30:12.893,8547.11,530.00,8563.53,2012/2
28/02/2012 02:30:16.656,8382.04,511.00,8397.60,2012/2
28/02/2012 02:30:17.401,8421.50,524.00,8437.79,2012/2
28/02/2012 02:30:26.754,8794.24,528.00,8810.08,2012/2
28/02/2012 02:31:33.560,7014.73,520.00,7033.98,2012/2
28/02/2012 02:32:00.519,6959.41,529.00,6979.49,2012/2
28/02/2012 02:32:43.679,5087.88,503.00,5112.69,2012/2
28/02/2012 02:35:41.359,5120.34,391.00,5135.25,2012/2
28/02/2012 02:36:31.316,4995.35,448.00,5015.40,2012/2
28/02/2012 02:37:01.160,5061.23,450.00,5081.20,2012/2
28/02/2012 02:37:01.569,5011.51,439.00,5030.70,2012/2
28/02/2012 02:37:21.111,4981.21,455.00,5001.95,2012/2
28/02/2012 02:37:40.946,4852.33,451.00,4873.25,2012/2
28/02/2012 02:38:10.429,5146.25,469.00,5167.57,2012/2
28/02/2012 02:45:27.563,4849.00,536.00,4878.54,2012/2
28/02/2012 02:45:45.449,5114.90,538.00,5143.11,2012/2
28/02/2012 02:46:32.952,5217.54,513.00,5242.70,2012/2
28/02/2012 02:47:02.378,5069.30,511.00,5094.99,2012/2
28/02/2012 02:47:49.722,5041.53,441.00,5060.78,2012/2
28/02/2012 02:48:07.385,5016.55,525.00,5043.94,2012/2
28/02/2012 02:48:54.169,4829.00,545.00,4859.66,2012/2
28/02/2012 02:50:41.888,4794.36,526.00,4823.13,2012/2
28/02/2012 02:50:53.291,5032.82,678.00,5078.28,2012/2
28/02/2012 02:57:25.333,4927.26,533.00,4956.01,2012/2
28/02/2012 02:57:41.539,4940.00,536.00,4969.00,2012/2
28/02/2012 02:57:46.912,5043.66,536.00,5072.06,2012/2
28/02/2012 02:57:52.691,4818.54,522.00,4846.73,2012/2
28/02/2012 02:58:03.125,5152.22,535.00,5179.93,2012/2
28/02/2012 02:58:08.554,5009.99,552.00,5040.31,2012/2
28/02/2012 02:58:48.170,4846.67,531.00,4875.67,2012/2
28/02/2012 03:00:30.855,4846.01,555.00,4877.69,2012/2
28/02/2012 03:00:43.291,5023.67,549.00,5053.58,2012/2
28/02/2012 03:00:44.452,5015.68,572.00,5048.19,2012/2
28/02/2012 03:00:46.356,5090.30,558.00,5120.79,2012/2
28/02/2012 03:00:51.580,5164.70,316.00,5174.36,2012/2
28/02/2012 03:01:06.138,5143.75,573.00,5175.57,2012/2
28/02/2012 03:01:16.908,5142.57,547.00,5171.58,2012/2
28/02/2012 03:02:02.939,5106.55,534.00,5134.39,2012/2
28/02/2012 03:02:29.414,4878.96,561.00,4911.11,2012/2
28/02/2012 03:02:34.502,4923.30,535.00,4952.28,2012/2
28/02/2012 03:03:26.265,4814.04,573.00,4848.02,2012/2
28/02/2012 03:03:28.632,4778.04,574.00,4812.39,2012/2
28/02/2012 03:03:33.094,5223.53,590.00,5256.75,2012/2
28/02/2012 03:03:58.265,5213.91,580.00,5246.07,2012/2
28/02/2012 03:04:05.076,4724.51,557.00,4757.23,2012/2
28/02/2012 03:04:19.109,4714.59,577.00,4749.76,2012/2
28/02/2012 03:04:57.549,5042.46,540.00,5071.29,2012/2
28/02/2012 03:05:29.615,5293.96,556.00,5323.08,2012/2
28/02/2012 03:06:23.768,5083.35,436.00,5102.01,2012/2
28/02/2012 03:06:25.665,5278.86,456.00,5298.52,2012/2
28/02/2012 03:06:30.738,5289.49,536.00,5316.58,2012/2
28/02/2012 03:07:14.604,4907.87,572.00,4941.09,2012/2
28/02/2012 03:07:17.242,5149.43,538.00,5177.46,2012/2
28/02/2012 03:07:33.582,4806.79,527.00,4835.60,2012/2
28/02/2012 03:08:00.246,5000.49,463.00,5021.87,2012/2
28/02/2012 03:08:25.614,4880.66,550.00,4911.55,2012/2
28/02/2012 03:09:18.879,5098.79,511.00,5124.33,2012/2
28/02/2012 03:13:21.504,5493.64,531.00,5519.24,2012/2
28/02/2012 03:16:20.471,4813.22,564.00,4846.15,2012/2
28/02/2012 03:24:31.108,5129.95,465.00,5150.98,2012/2
28/02/2012 03:25:22.888,5270.86,516.00,5296.06,2012/2
28/02/2012 03:27:07.740,4990.40,497.00,5015.09,2012/2
28/02/2012 03:28:52.710,5044.02,566.00,5075.68,2012/2
28/02/2012 03:30:27.290,4824.97,487.00,4849.48,2012/2
28/02/2012 03:30:33.696,5251.49,551.00,5280.31,2012/2
28/02/2012 03:33:48.838,5196.81,570.00,5227.98,2012/2
28/02/2012 03:33:59.824,5156.93,489.00,5180.06,2012/2
28/02/2012 03:34:15.591,4654.32,603.00,4693.22,2012/2
28/02/2012 03:36:11.966,5265.74,437.00,5283.84,2012/2
28/02/2012 03:38:13.196,5172.44,431.00,5190.37,2012/2
28/02/2012 03:39:47.766,5162.26,574.00,5194.07,2012/2
28/02/2012 03:41:49.122,4862.90,590.00,4898.56,2012/2
28/02/2012 03:42:02.939,4997.60,520.00,5024.58,2012/2
28/02/2012 03:46:50.496,4751.52,530.00,4780.99,2012/2
28/02/2012 03:54:45.110,5111.23,474.00,5133.16,2012/2
28/02/2012 03:57:36.350,5461.65,535.00,5487.79,2012/2
28/02/2012 03:59:19.619,5362.91,527.00,5388.74,2012/2
28/02/2012 04:04:27.880,4930.74,459.00,4952.05,2012/2
28/02/2012 04:11:11.625,5056.60,597.00,5091.72,2012/2
28/02/2012 04:13:03.243,5286.96,583.00,5319.00,2012/2
28/02/2012 04:21:57.883,4620.59,424.00,4640.01,2012/2
28/02/2012 04:49:37.989,4879.66,453.00,4900.64,2012/2
28/02/2012 04:49:47.664,5440.98,406.00,5456.11,2012/2
28/02/2012 04:51:32.634,5405.42,394.00,5419.76,2012/2
28/02/2012 04:51:50.212,5016.93,423.00,5034.73,2012/2
28/02/2012 04:54:07.954,5426.05,441.00,5443.94,2012/2
28/02/2012 04:54:58.564,4999.91,411.00,5016.77,2012/2
28/02/2012 04:55:03.426,4645.45,460.00,4668.17,2012/2
28/02/2012 04:55:17.819,5122.81,436.00,5141.33,2012/2
28/02/2012 04:55:24.815,4675.77,482.00,4700.55,2012/2
28/02/2012 04:55:56.530,5400.50,481.00,5421.88,2012/2
28/02/2012 04:57:07.522,4924.48,438.00,4943.92,2012/2
28/02/2012 05:01:24.273,5076.45,446.00,5096.01,2012/2
28/02/2012 05:03:15.725,5582.59,451.00,5600.77,2012/2
28/02/2012 06:32:10.450,5400.31,436.00,5417.88,2012/2
28/02/2012 06:53:19.353,4623.97,583.00,4660.58,2012/2
28/02/2012 07:01:53.257,4896.59,467.00,4918.81,2012/2
28/02/2012 07:22:57.885,4562.35,428.00,4582.38,2012/2
28/02/2012 07:35:52.943,5350.88,620.00,5386.68,2012/2
28/02/2012 07:40:21.700,4847.53,474.00,4870.65,2012/2
28/02/2012 08:04:58.238,5222.10,401.00,5237.48,2012/2
28/02/2012 08:12:31.563,5446.73,575.00,5477.00,2012/2
28/02/2012 09:20:17.498,5031.23,389.00,5046.24,2012/2
28/02/2012 11:04:33.175,4814.28,498.00,4839.97,2012/2
28/02/2012 11:05:49.505,4990.04,485.00,5013.55,2012/2
28/02/2012 11:06:14.285,5457.81,391.00,5471.79,2012/2
28/02/2012 11:07:54.508,5440.87,409.00,5456.22,2012/2
28/02/2012 11:08:27.648,5142.18,408.00,5158.34,2012/2
28/02/2012 11:08:59.742,4963.77,425.00,4981.93,2012/2
28/02/2012 11:09:27.074,5010.63,485.00,5034.05,2012/2
28/02/2012 11:09:40.295,4866.69,432.00,4885.82,2012/2
28/02/2012 11:11:40.295,4980.42,493.00,5004.76,2012/2
28/02/2012 11:14:17.739,5423.16,377.00,5436.25,2012/2
28/02/2012 11:14:21.363,5255.63,374.00,5268.92,2012/2
28/02/2012 11:14:24.454,5532.58,386.00,5546.03,2012/2
28/02/2012 11:14:25.614,5495.54,399.00,5510.00,2012/2
28/02/2012 11:14:31.949,5513.84,413.00,5529.29,2012/2
28/02/2012 11:14:45.601,5170.78,404.00,5186.54,2012/2
28/02/2012 11:15:00.645,4746.24,406.00,4763.58,2012/2
28/02/2012 11:18:28.585,4800.79,392.00,4816.76,2012/2
28/02/2012 11:23:42.097,5569.44,427.00,5585.79,2012/2
28/02/2012 11:25:42.148,5522.83,578.00,5552.99,2012/2
28/02/2012 11:25:43.144,5547.83,591.00,5579.22,2012/2
28/02/2012 11:25:44.497,4982.42,567.00,5014.58,2012/2
28/02/2012 11:25:51.460,4755.25,436.00,4775.20,2012/2
28/02/2012 11:25:55.675,4841.48,443.00,4861.70,2012/2
28/02/2012 11:26:12.206,4833.61,479.00,4857.29,2012/2
28/02/2012 11:26:30.476,4827.89,551.00,4859.23,2012/2
28/02/2012 11:28:02.326,5558.83,371.00,5571.19,2012/2
28/02/2012 11:28:12.035,4890.98,414.00,4908.47,2012/2
28/02/2012 11:28:12.705,5777.11,324.00,5786.19,2012/2
28/02/2012 11:28:13.500,4848.93,411.00,4866.31,2012/2
28/02/2012 11:28:14.236,4879.90,410.00,4897.09,2012/2
28/02/2012 11:28:17.945,4973.78,422.00,4991.65,2012/2
28/02/2012 11:28:20.724,4850.04,425.00,4868.62,2012/2
28/02/2012 11:28:43.078,4886.43,285.00,4894.73,2012/2
28/02/2012 11:29:12.632,4921.58,443.00,4941.48,2012/2
28/02/2012 11:32:08.970,4832.15,524.00,4860.48,2012/2
28/02/2012 11:34:23.712,4878.13,524.00,4906.19,2012/2
28/02/2012 11:35:14.555,5120.45,546.00,5149.47,2012/2
28/02/2012 11:35:54.985,4979.37,556.00,5010.32,2012/2
28/02/2012 11:53:52.329,4938.18,501.00,4963.53,2012/2
28/02/2012 11:59:54.621,4774.07,579.00,4809.05,2012/2
28/02/2012 12:27:22.301,5205.96,575.00,5237.62,2012/2
28/02/2012 12:40:55.392,4968.97,565.00,5000.99,2012/2
28/02/2012 13:24:20.424,4853.56,596.00,4890.02,2012/2
28/02/2012 14:22:52.271,4752.59,575.00,4787.24,2012/2
28/02/2012 14:59:24.907,4830.97,529.00,4859.85,2012/2
28/02/2012 15:35:38.187,4996.76,529.00,5024.69,2012/2
28/02/2012 16:02:20.980,4883.50,498.00,4908.83,2012/2
28/02/2012 16:24:24.076,4895.64,546.00,4925.99,2012/2
28/02/2012 17:03:33.233,4839.35,491.00,4864.20,2012/2
28/02/2012 17:13:45.909,4930.25,427.00,4948.71,2012/2
28/02/2012 17:28:58.323,4806.00,414.00,4823.80,2012/2
28/02/2012 17:30:11.431,4717.90,402.00,4735.00,2012/2
28/02/2012 17:50:31.326,4768.36,412.00,4786.13,2012/2
28/02/2012 18:12:31.165,4693.04,399.00,4709.97,2012/2
28/02/2012 18:19:37.568,4790.33,503.00,4816.66,2012/2
28/02/2012 18:31:13.380,4721.80,481.00,4746.23,2012/2
28/02/2012 18:35:18.586,4824.16,544.00,4854.73,2012/2
28/02/2012 19:21:59.141,4765.17,547.00,4796.46,2012/2
28/02/2012 19:29:22.235,4635.32,532.00,4665.75,2012/2
28/02/2012 19:55:18.844,4866.99,555.00,4898.53,2012/2
28/02/2012 22:42:42.857,4832.31,537.00,4862.05,2012/2
28/02/2012 23:01:46.809,4655.43,519.00,4684.27,2012/2
28/02/2012 23:04:59.482,4836.33,586.00,4871.71,2012/2
28/02/2012 23:05:00.442,4872.81,599.00,4909.48,2012/2
28/02/2012 23:08:07.164,4866.75,553.00,4898.06,2012/2
28/02/2012 23:08:55.209,4856.17,598.00,4892.85,2012/2
28/02/2012 23:12:30.355,4664.00,296.00,4673.38,2012/2
28/02/2012 23:13:42.606,4636.08,301.00,4645.84,2012/2
28/02/2012 23:35:42.746,4798.00,639.00,4840.37,2012/2
28/02/2012 23:35:46.356,4749.68,553.00,4781.76,2012/2
28/02/2012 23:44:50.727,4721.06,561.00,4754.28,2012/2
28/02/2012 23:45:19.038,4774.63,560.00,4807.36,2012/2
28/02/2012 23:47:48.498,4577.65,622.00,4619.72,2012/2
28/02/2012 23:50:19.654,4873.56,577.00,4907.60,2012/2
28/02/2012 23:50:20.490,5228.36,592.00,5261.77,2012/2
28/02/2012 23:51:14.795,4889.48,558.00,4921.22,2012/2
29/02/2012 01:06:46.288,4958.63,402.00,4974.90,2012/2
29/02/2012 02:09:41.124,4738.00,431.00,4757.56,2012/2
29/02/2012 02:56:33.303,4698.47,658.00,4744.32,2012/2
29/02/2012 02:56:33.881,4525.24,655.00,4572.40,2012/2
29/02/2012 03:26:17.291,4613.16,650.00,4658.72,2012/2
29/02/2012 03:29:35.210,4539.64,651.00,4586.08,2012/2
29/02/2012 03:29:45.499,4633.44,622.00,4675.00,2012/2
29/02/2012 04:06:03.352,4676.84,397.00,4693.65,2012/2
29/02/2012 04:13:10.639,4574.30,676.00,4623.98,2012/2
29/02/2012 04:14:05.065,4635.25,647.00,4680.19,2012/2
29/02/2012 04:36:49.228,4530.71,664.00,4579.11,2012/2
29/02/2012 04:40:38.809,4606.71,691.00,4658.25,2012/2
29/02/2012 04:45:29.963,4525.64,701.00,4579.61,2012/2
29/02/2012 04:50:34.516,4539.26,639.00,4584.02,2012/2
29/02/2012 04:52:55.213,4509.73,638.00,4554.64,2012/2
29/02/2012 05:13:15.747,4617.95,688.00,4668.92,2012/2
29/02/2012 05:25:33.366,4810.76,664.00,4856.37,2012/2
29/02/2012 05:27:19.458,4759.02,688.00,4808.49,2012/2
29/02/2012 05:27:33.865,4867.68,660.00,4912.22,2012/2
29/02/2012 05:28:07.987,4901.43,668.00,4946.74,2012/2
29/02/2012 05:28:45.144,4904.12,717.00,4956.25,2012/2
29/02/2012 05:28:57.534,4930.63,664.00,4975.14,2012/2
29/02/2012 05:29:58.394,4622.11,663.00,4669.42,2012/2
29/02/2012 05:30:04.243,4924.47,647.00,4966.79,2012/2
29/02/2012 05:30:16.923,4937.99,625.00,4977.38,2012/2
29/02/2012 05:30:17.540,4883.32,674.00,4929.62,2012/2
29/02/2012 05:30:41.044,4856.81,705.00,4907.71,2012/2
29/02/2012 05:31:29.910,4979.10,598.00,5014.88,2012/2
29/02/2012 05:34:22.302,4943.23,640.00,4984.49,2012/2
29/02/2012 05:34:27.005,4898.03,687.00,4945.97,2012/2
29/02/2012 05:34:35.705,4910.32,670.00,4955.82,2012/2
29/02/2012 05:34:42.671,4951.77,696.00,5000.45,2012/2
29/02/2012 05:36:09.144,5030.09,638.00,5070.39,2012/2
29/02/2012 05:37:43.766,4636.14,691.00,4687.35,2012/2
29/02/2012 05:46:36.582,4967.10,563.00,4998.91,2012/2
29/02/2012 05:47:35.469,5030.50,689.00,5077.47,2012/2
29/02/2012 05:48:33.544,4825.82,533.00,4855.16,2012/2
29/02/2012 05:48:42.221,4748.01,694.00,4798.46,2012/2
29/02/2012 05:52:15.391,4731.49,529.00,4760.97,2012/2
29/02/2012 05:56:57.955,5128.28,529.00,5155.49,2012/2
29/02/2012 05:57:57.497,5073.96,586.00,5107.69,2012/2
29/02/2012 05:58:00.598,4671.76,603.00,4710.51,2012/2
29/02/2012 05:59:15.838,5197.63,486.00,5220.30,2012/2
29/02/2012 05:59:17.212,4794.36,568.00,4827.89,2012/2
29/02/2012 05:59:36.477,5328.72,538.00,5355.81,2012/2
29/02/2012 06:00:11.287,4825.71,557.00,4857.75,2012/2
29/02/2012 06:01:21.508,4955.92,571.00,4988.71,2012/2
29/02/2012 06:01:27.338,4375.50,422.00,4395.80,2012/2
29/02/2012 06:01:35.503,5168.66,573.00,5200.32,2012/2
29/02/2012 06:01:41.499,5523.56,555.00,5551.38,2012/2
29/02/2012 06:01:47.687,5175.65,504.00,5200.13,2012/2
29/02/2012 06:01:48.184,5174.75,565.00,5205.50,2012/2
29/02/2012 06:02:53.428,4466.94,593.00,4506.13,2012/2
29/02/2012 06:03:47.751,4959.95,622.00,4998.80,2012/2
29/02/2012 06:04:20.602,4892.44,544.00,4922.59,2012/2
29/02/2012 06:04:22.811,5004.93,563.00,5036.49,2012/2
29/02/2012 06:04:51.529,4825.91,536.00,4855.58,2012/2
29/02/2012 06:04:59.632,5757.22,634.00,5792.03,2012/2
29/02/2012 06:05:07.451,5895.62,640.00,5930.25,2012/2
29/02/2012 06:05:22.292,5720.95,633.00,5755.87,2012/2
29/02/2012 06:05:26.469,5739.00,553.00,5765.58,2012/2
29/02/2012 06:05:31.421,5687.94,643.00,5724.17,2012/2
29/02/2012 06:05:34.764,5700.16,632.00,5735.08,2012/2
29/02/2012 06:05:40.768,4899.77,602.00,4936.62,2012/2
29/02/2012 06:05:46.171,4828.97,630.00,4869.90,2012/2
29/02/2012 06:06:16.241,4582.43,569.00,4617.62,2012/2
29/02/2012 06:06:22.207,4714.25,618.00,4754.59,2012/2
29/02/2012 06:06:23.877,4973.63,522.00,5000.94,2012/2
29/02/2012 06:06:26.385,4922.68,599.00,4958.99,2012/2
29/02/2012 06:06:29.121,5276.96,644.00,5316.12,2012/2
29/02/2012 06:06:52.188,5075.22,536.00,5103.44,2012/2
29/02/2012 06:07:58.758,5578.84,535.00,5604.44,2012/2
29/02/2012 06:07:58.912,5724.75,556.00,5751.69,2012/2
29/02/2012 06:08:00.024,5331.47,547.00,5359.46,2012/2
29/02/2012 06:08:52.070,5191.72,563.00,5222.15,2012/2
29/02/2012 06:09:18.281,5929.49,589.00,5958.67,2012/2
29/02/2012 06:10:12.088,5767.87,569.00,5795.86,2012/2
29/02/2012 06:11:10.728,5744.77,468.00,5763.80,2012/2
29/02/2012 06:11:59.885,5683.31,553.00,5710.15,2012/2
29/02/2012 06:13:20.798,6214.29,539.00,6237.62,2012/2
29/02/2012 06:13:41.880,5699.12,509.00,5721.81,2012/2
29/02/2012 06:14:53.145,5673.71,490.00,5694.83,2012/2
29/02/2012 06:19:13.230,5464.55,525.00,5489.72,2012/2
29/02/2012 06:21:12.151,5364.20,592.00,5396.76,2012/2
29/02/2012 06:21:13.114,5600.43,578.00,5630.18,2012/2
29/02/2012 06:21:18.606,5738.80,561.00,5766.15,2012/2
29/02/2012 06:21:51.875,5653.41,566.00,5681.68,2012/2
29/02/2012 06:22:31.589,5603.94,595.00,5635.44,2012/2
29/02/2012 06:22:43.152,5781.83,606.00,5813.50,2012/2
29/02/2012 06:22:48.387,5729.90,611.00,5762.38,2012/2
29/02/2012 06:22:48.391,5873.09,613.00,5904.99,2012/2
29/02/2012 06:22:51.124,4841.35,533.00,4870.60,2012/2
29/02/2012 06:22:52.629,4789.41,577.00,4824.05,2012/2
29/02/2012 06:26:16.169,4811.33,579.00,4846.05,2012/2
29/02/2012 06:26:19.332,4700.76,554.00,4733.29,2012/2
29/02/2012 06:26:40.705,4359.86,581.00,4398.40,2012/2
29/02/2012 06:29:50.305,4350.47,500.00,4379.11,2012/2
29/02/2012 06:41:55.138,4721.38,490.00,4746.74,2012/2
29/02/2012 06:42:18.969,4862.81,547.00,4893.48,2012/2
29/02/2012 06:48:36.794,5021.94,668.00,5066.17,2012/2
29/02/2012 06:48:45.247,5016.74,663.00,5060.36,2012/2
