SLB origin time,SLB Horizontal Difference,SLB Depth Difference,SLB Total Difference,Year/Mo. Category
25/06/2012 20:18:40.192,1219.26,377.00,1276.21,2012/May-June
25/06/2012 21:48:25.059,1195.44,498.00,1295.02,2012/May-June
25/06/2012 22:11:16.187,1259.91,524.00,1364.53,2012/May-June
25/06/2012 22:33:09.227,1166.60,399.00,1232.94,2012/May-June
25/06/2012 22:33:17.832,1196.92,371.00,1253.10,2012/May-June
25/06/2012 22:38:25.953,1162.59,521.00,1274.00,2012/May-June
25/06/2012 22:46:33.005,1306.18,505.00,1400.40,2012/May-June
25/06/2012 23:26:08.569,1158.83,436.00,1238.14,2012/May-June
26/06/2012 01:03:11.874,1160.08,573.00,1293.88,2012/May-June
26/06/2012 01:09:01.368,1153.31,493.00,1254.26,2012/May-June
26/06/2012 01:14:04.409,1255.98,582.00,1384.28,2012/May-June
26/06/2012 01:16:13.831,1237.91,575.00,1364.93,2012/May-June
26/06/2012 01:22:46.691,1146.78,541.00,1267.99,2012/May-June
26/06/2012 01:26:09.297,1335.20,536.00,1438.77,2012/May-June
26/06/2012 01:27:27.993,1298.41,404.00,1359.81,2012/May-June
26/06/2012 02:43:37.702,1163.42,491.00,1262.78,2012/May-June
26/06/2012 03:12:48.022,1191.24,266.00,1220.57,2012/May-June
26/06/2012 03:23:30.148,1176.26,279.00,1208.90,2012/May-June
26/06/2012 04:33:35.665,1249.96,572.00,1374.62,2012/May-June
26/06/2012 05:34:37.647,1208.68,307.00,1247.06,2012/May-June
26/06/2012 06:39:09.910,1317.69,530.00,1420.29,2012/May-June
26/06/2012 06:43:34.817,1378.15,558.00,1486.83,2012/May-June
26/06/2012 06:44:02.072,1155.05,569.00,1287.60,2012/May-June
26/06/2012 06:44:23.041,961.23,549.00,1106.97,2012/May-June
26/06/2012 06:44:26.636,1342.61,556.00,1453.18,2012/May-June
26/06/2012 06:55:30.523,1314.74,510.00,1410.19,2012/May-June
26/06/2012 06:56:06.421,1319.48,544.00,1427.22,2012/May-June
26/06/2012 06:58:39.023,1173.24,496.00,1273.77,2012/May-June
26/06/2012 07:00:05.739,1181.96,431.00,1258.09,2012/May-June
26/06/2012 07:04:41.729,1178.10,520.00,1287.76,2012/May-June
26/06/2012 07:09:29.826,1165.03,542.00,1284.94,2012/May-June
26/06/2012 07:36:34.003,1327.56,310.00,1363.27,2012/May-June
26/06/2012 07:50:46.774,1357.12,310.00,1392.08,2012/May-June
26/06/2012 08:17:18.514,1210.60,341.00,1257.71,2012/May-June
26/06/2012 08:37:36.957,1316.80,516.00,1414.29,2012/May-June
26/06/2012 09:00:42.491,1183.67,259.00,1211.68,2012/May-June
26/06/2012 09:07:23.875,1149.24,465.00,1239.75,2012/May-June
26/06/2012 09:45:20.207,1186.28,414.00,1256.45,2012/May-June
26/06/2012 11:30:34.957,1189.63,358.00,1242.33,2012/May-June
26/06/2012 11:32:34.868,1292.67,410.00,1356.13,2012/May-June
26/06/2012 11:49:37.129,1218.59,473.00,1307.17,2012/May-June
26/06/2012 11:54:47.772,1268.00,342.00,1313.31,2012/May-June
26/06/2012 12:38:53.380,1189.47,395.00,1253.34,2012/May-June
26/06/2012 12:59:59.764,1382.05,352.00,1426.18,2012/May-June
26/06/2012 15:09:55.360,1160.14,566.00,1290.84,2012/May-June
26/06/2012 15:10:00.074,1322.15,546.00,1430.45,2012/May-June
26/06/2012 15:42:24.014,1188.85,610.00,1336.21,2012/May-June
26/06/2012 15:51:58.010,1175.92,470.00,1266.37,2012/May-June
26/06/2012 16:24:33.119,1221.69,331.00,1265.74,2012/May-June
26/06/2012 16:24:43.446,1192.11,349.00,1242.14,2012/May-June
26/06/2012 18:19:34.134,1350.51,572.00,1466.65,2012/May-June
26/06/2012 18:23:34.387,1202.01,539.00,1317.32,2012/May-June
26/06/2012 18:26:18.074,1319.20,544.00,1426.96,2012/May-June
26/06/2012 18:27:40.871,1184.38,584.00,1320.53,2012/May-June
26/06/2012 18:36:06.241,1325.65,760.00,1528.05,2012/May-June
26/06/2012 19:36:09.597,1247.71,556.00,1365.98,2012/May-June
26/06/2012 19:52:51.299,1366.40,339.00,1407.83,2012/May-June
26/06/2012 20:39:04.547,1152.87,405.00,1221.94,2012/May-June
26/06/2012 21:39:14.202,1172.88,340.00,1221.17,2012/May-June
26/06/2012 21:48:39.867,1121.84,268.00,1153.40,2012/May-June
26/06/2012 22:01:24.043,1338.25,326.00,1377.38,2012/May-June
26/06/2012 22:25:41.126,1193.95,389.00,1255.72,2012/May-June
26/06/2012 22:34:29.045,1244.59,377.00,1300.43,2012/May-June
26/06/2012 22:59:06.045,1178.06,403.00,1245.08,2012/May-June
26/06/2012 23:08:26.450,1188.18,432.00,1264.28,2012/May-June
26/06/2012 23:12:50.425,1153.61,414.00,1225.64,2012/May-June
26/06/2012 23:17:46.277,1178.83,410.00,1248.10,2012/May-June
26/06/2012 23:28:32.602,1135.97,348.00,1188.07,2012/May-June
26/06/2012 23:30:26.366,1145.95,418.00,1219.80,2012/May-June
26/06/2012 23:30:30.963,1197.62,448.00,1278.67,2012/May-June
26/06/2012 23:30:55.563,1156.25,447.00,1239.64,2012/May-June
26/06/2012 23:39:10.740,1320.19,556.00,1432.49,2012/May-June
27/06/2012 00:01:05.600,1298.90,246.00,1321.99,2012/May-June
27/06/2012 00:15:20.670,1322.75,304.00,1357.23,2012/May-June
27/06/2012 00:27:35.847,1152.66,322.00,1196.80,2012/May-June
27/06/2012 00:53:51.334,1321.10,304.00,1355.62,2012/May-June
27/06/2012 00:54:31.085,1280.77,385.00,1337.38,2012/May-June
27/06/2012 00:57:40.649,1166.49,259.00,1194.90,2012/May-June
27/06/2012 01:00:03.131,1277.77,355.00,1326.16,2012/May-June
27/06/2012 01:06:08.431,1220.43,455.00,1302.49,2012/May-June
27/06/2012 01:06:58.118,1164.72,392.00,1228.92,2012/May-June
27/06/2012 01:10:04.316,958.30,398.00,1037.66,2012/May-June
27/06/2012 01:39:14.704,1200.21,387.00,1261.06,2012/May-June
27/06/2012 01:41:10.243,1135.22,318.00,1178.92,2012/May-June
27/06/2012 01:48:56.565,1157.18,323.00,1201.42,2012/May-June
27/06/2012 02:02:57.332,1324.88,579.00,1445.87,2012/May-June
27/06/2012 02:12:35.256,1348.38,262.00,1373.60,2012/May-June
27/06/2012 02:21:05.829,1197.59,424.00,1270.43,2012/May-June
27/06/2012 02:32:55.592,1240.18,384.00,1298.26,2012/May-June
27/06/2012 02:56:04.110,1200.28,315.00,1240.93,2012/May-June
27/06/2012 03:46:58.996,1136.83,417.00,1210.90,2012/May-June
27/06/2012 03:53:38.863,1283.19,414.00,1348.32,2012/May-June
27/06/2012 04:29:32.667,1113.56,461.00,1205.22,2012/May-June
27/06/2012 06:06:54.000,1177.58,372.00,1234.94,2012/May-June
27/06/2012 06:19:01.702,1299.50,264.00,1326.04,2012/May-June
27/06/2012 06:26:23.833,1294.26,255.00,1319.14,2012/May-June
27/06/2012 07:07:31.770,1184.41,424.00,1258.01,2012/May-June
27/06/2012 07:10:31.361,1033.97,417.00,1114.89,2012/May-June
27/06/2012 07:26:48.318,1199.13,352.00,1249.73,2012/May-June
27/06/2012 07:26:49.407,1219.18,333.00,1263.84,2012/May-June
27/06/2012 07:28:28.009,1206.09,421.00,1277.46,2012/May-June
27/06/2012 07:38:21.215,1371.41,414.00,1432.53,2012/May-June
27/06/2012 07:39:37.329,1110.74,406.00,1182.62,2012/May-June
27/06/2012 07:54:27.496,935.30,397.00,1016.07,2012/May-June
27/06/2012 07:56:12.468,1215.77,405.00,1281.46,2012/May-June
27/06/2012 07:58:44.432,1261.54,379.00,1317.24,2012/May-June
27/06/2012 07:59:01.675,1290.58,460.00,1370.11,2012/May-June
27/06/2012 08:00:42.765,1180.22,273.00,1211.39,2012/May-June
27/06/2012 08:19:21.854,1355.56,244.00,1377.35,2012/May-June
27/06/2012 08:43:45.600,1285.77,562.00,1403.23,2012/May-June
27/06/2012 08:53:21.091,941.57,531.00,1080.98,2012/May-June
27/06/2012 09:01:30.629,1233.59,592.00,1368.29,2012/May-June
27/06/2012 10:13:19.020,1274.27,513.00,1373.66,2012/May-June
27/06/2012 10:16:05.885,1287.65,363.00,1337.83,2012/May-June
27/06/2012 10:34:21.201,1251.31,516.00,1353.53,2012/May-June
27/06/2012 10:50:23.951,1080.81,377.00,1144.67,2012/May-June
27/06/2012 10:51:24.602,1282.50,396.00,1342.25,2012/May-June
27/06/2012 10:58:28.972,1237.57,340.00,1283.43,2012/May-June
27/06/2012 11:21:13.633,1332.85,535.00,1436.22,2012/May-June
27/06/2012 12:13:29.554,1278.07,546.00,1389.81,2012/May-June
27/06/2012 12:28:50.133,1185.14,314.00,1226.03,2012/May-June
27/06/2012 14:01:01.460,1198.63,556.00,1321.31,2012/May-June
27/06/2012 14:26:39.884,1343.45,113.00,1348.20,2012/May-June
27/06/2012 14:35:33.839,1230.54,384.00,1289.06,2012/May-June
27/06/2012 15:55:57.812,1152.03,398.00,1218.84,2012/May-June
27/06/2012 16:04:18.169,1334.44,399.00,1392.81,2012/May-June
27/06/2012 16:32:31.343,1232.03,392.00,1292.88,2012/May-June
27/06/2012 17:12:52.472,1139.28,488.00,1239.40,2012/May-June
27/06/2012 17:45:38.758,1327.49,384.00,1381.92,2012/May-June
27/06/2012 18:38:19.106,1334.81,377.00,1387.03,2012/May-June
27/06/2012 18:47:39.050,1333.50,657.00,1486.56,2012/May-June
27/06/2012 19:45:13.644,1180.30,343.00,1229.13,2012/May-June
27/06/2012 19:52:06.729,1316.55,373.00,1368.37,2012/May-June
27/06/2012 19:52:21.831,1106.29,373.00,1167.48,2012/May-June
27/06/2012 19:55:06.898,1328.65,370.00,1379.21,2012/May-June
27/06/2012 19:55:31.261,1183.70,389.00,1245.98,2012/May-June
27/06/2012 20:04:11.200,1313.39,367.00,1363.70,2012/May-June
27/06/2012 22:19:50.413,1065.93,482.00,1169.84,2012/May-June
28/06/2012 01:33:12.611,1340.93,437.00,1410.34,2012/May-June
28/06/2012 02:02:54.608,1339.19,433.00,1407.45,2012/May-June
28/06/2012 03:38:41.243,1251.19,438.00,1325.64,2012/May-June
28/06/2012 04:39:31.997,1210.84,397.00,1274.26,2012/May-June
28/06/2012 07:06:16.962,1120.57,494.00,1224.63,2012/May-June
28/06/2012 07:30:28.950,1246.32,331.00,1289.53,2012/May-June
28/06/2012 10:15:25.662,1143.58,386.00,1206.97,2012/May-June
28/06/2012 12:47:30.755,1109.17,405.00,1180.80,2012/May-June
28/06/2012 15:12:55.388,1222.79,491.00,1317.68,2012/May-June
28/06/2012 15:39:46.975,1270.01,528.00,1375.39,2012/May-June
28/06/2012 15:48:48.666,1342.73,581.00,1463.04,2012/May-June
28/06/2012 16:04:56.566,1226.89,145.00,1235.43,2012/May-June
28/06/2012 17:30:18.345,1189.75,548.00,1309.88,2012/May-June
28/06/2012 17:30:49.686,1343.36,562.00,1456.18,2012/May-June
28/06/2012 23:56:16.645,1194.36,373.00,1251.25,2012/May-June
29/06/2012 00:40:52.287,1248.03,543.00,1361.04,2012/May-June
29/06/2012 04:39:15.046,1180.26,498.00,1281.02,2012/May-June
29/06/2012 09:26:45.516,1190.42,385.00,1251.13,2012/May-June
29/06/2012 09:27:10.348,1223.26,545.00,1339.18,2012/May-June
29/06/2012 13:05:32.156,1348.21,310.00,1383.39,2012/May-June
29/06/2012 13:11:58.724,1236.60,201.00,1252.83,2012/May-June
29/06/2012 15:36:28.206,1279.44,478.00,1365.82,2012/May-June
29/06/2012 15:55:19.991,1146.01,556.00,1273.76,2012/May-June
29/06/2012 21:17:28.652,1375.89,345.00,1418.49,2012/May-June
30/06/2012 03:25:13.331,1223.72,166.00,1234.92,2012/May-June
30/06/2012 03:29:19.633,925.11,436.00,1022.70,2012/May-June
30/06/2012 05:15:14.639,1356.36,507.00,1448.02,2012/May-June
01/07/2012 01:34:24.764,1149.79,435.00,1229.32,2012/July/Aug
01/07/2012 01:58:02.898,1214.14,261.00,1241.88,2012/July/Aug
01/07/2012 01:59:10.990,1322.76,277.00,1351.45,2012/July/Aug
01/07/2012 20:20:52.639,1205.22,569.00,1332.79,2012/July/Aug
02/07/2012 01:11:46.968,1244.12,316.00,1283.62,2012/July/Aug
02/07/2012 06:42:15.442,1428.25,357.00,1472.19,2012/July/Aug
02/07/2012 07:39:47.591,1246.74,298.00,1281.86,2012/July/Aug
02/07/2012 08:17:01.057,1319.15,756.00,1520.43,2012/July/Aug
02/07/2012 09:42:04.446,1330.37,256.00,1354.77,2012/July/Aug
02/07/2012 11:25:23.573,1296.17,302.00,1330.89,2012/July/Aug
03/07/2012 08:17:32.206,1301.79,509.00,1397.77,2012/July/Aug
03/07/2012 08:24:24.672,1416.46,478.00,1494.94,2012/July/Aug
03/07/2012 08:30:11.002,1265.16,526.00,1370.15,2012/July/Aug
03/07/2012 19:52:59.894,1339.23,627.00,1478.74,2012/July/Aug
03/07/2012 20:43:30.170,1360.62,565.00,1473.26,2012/July/Aug
04/07/2012 01:21:30.101,1392.38,529.00,1489.48,2012/July/Aug
04/07/2012 01:48:02.068,1080.86,636.00,1254.10,2012/July/Aug
04/07/2012 01:51:01.974,1341.47,623.00,1479.08,2012/July/Aug
04/07/2012 04:06:17.913,1179.02,600.00,1322.91,2012/July/Aug
04/07/2012 05:52:46.448,1204.44,612.00,1351.01,2012/July/Aug
04/07/2012 13:02:52.911,1330.14,324.00,1369.03,2012/July/Aug
04/07/2012 20:59:03.990,1344.93,375.00,1396.23,2012/July/Aug
04/07/2012 22:44:37.372,1384.05,437.00,1451.40,2012/July/Aug
04/07/2012 22:57:35.897,1278.80,318.00,1317.75,2012/July/Aug
05/07/2012 01:56:53.151,1356.96,299.00,1389.51,2012/July/Aug
05/07/2012 06:34:57.912,1417.18,307.00,1450.06,2012/July/Aug
05/07/2012 20:08:34.459,1386.08,370.00,1434.61,2012/July/Aug
05/07/2012 21:30:15.257,1327.54,500.00,1418.57,2012/July/Aug
06/07/2012 00:34:10.107,1152.25,325.00,1197.20,2012/July/Aug
06/07/2012 04:33:24.125,1020.19,413.00,1100.62,2012/July/Aug
06/07/2012 23:39:34.923,1244.21,360.00,1295.25,2012/July/Aug
07/07/2012 13:42:38.598,1337.87,549.00,1446.13,2012/July/Aug
07/07/2012 16:43:52.935,1346.07,546.00,1452.59,2012/July/Aug
07/07/2012 20:40:27.552,1322.99,256.00,1347.53,2012/July/Aug
08/07/2012 00:07:10.063,1448.53,508.00,1535.02,2012/July/Aug
08/07/2012 07:28:36.557,1229.99,445.00,1308.02,2012/July/Aug
08/07/2012 12:52:39.169,1367.22,260.00,1391.72,2012/July/Aug
08/07/2012 13:34:26.083,1238.54,414.00,1305.90,2012/July/Aug
09/07/2012 06:47:01.344,1321.81,318.00,1359.53,2012/July/Aug
09/07/2012 07:04:26.649,1312.36,480.00,1397.38,2012/July/Aug
09/07/2012 09:03:14.772,1181.00,176.00,1194.05,2012/July/Aug
09/07/2012 09:55:17.145,1248.84,176.00,1261.18,2012/July/Aug
09/07/2012 10:01:32.687,1197.03,115.00,1202.54,2012/July/Aug
09/07/2012 10:58:52.334,1096.65,231.00,1120.71,2012/July/Aug
09/07/2012 19:35:38.184,1361.32,247.00,1383.54,2012/July/Aug
09/07/2012 20:26:05.623,1179.40,160.00,1190.20,2012/July/Aug
10/07/2012 02:41:14.717,1211.07,267.00,1240.16,2012/July/Aug
10/07/2012 11:10:33.692,1350.31,280.00,1379.04,2012/July/Aug
10/07/2012 13:15:11.025,1371.56,265.00,1396.93,2012/July/Aug
11/07/2012 04:18:19.027,1216.14,250.00,1241.57,2012/July/Aug
11/07/2012 17:33:41.672,1110.78,226.00,1133.54,2012/July/Aug
12/07/2012 04:59:04.623,1224.66,421.00,1295.01,2012/July/Aug
12/07/2012 05:09:25.514,1355.88,457.00,1430.82,2012/July/Aug
12/07/2012 05:13:24.658,1303.22,393.00,1361.19,2012/July/Aug
12/07/2012 05:23:47.414,1189.76,248.00,1215.34,2012/July/Aug
12/07/2012 05:26:18.410,1333.14,554.00,1443.66,2012/July/Aug
12/07/2012 06:32:18.655,1272.19,439.00,1345.80,2012/July/Aug
12/07/2012 06:52:03.014,1422.77,452.00,1492.84,2012/July/Aug
12/07/2012 07:21:08.989,1278.47,354.00,1326.57,2012/July/Aug
12/07/2012 07:46:27.607,1340.70,339.00,1382.89,2012/July/Aug
12/07/2012 07:48:03.370,1316.34,422.00,1382.33,2012/July/Aug
12/07/2012 08:17:39.033,1193.08,328.00,1237.35,2012/July/Aug
12/07/2012 08:37:53.363,1345.17,455.00,1420.04,2012/July/Aug
12/07/2012 08:56:47.066,1348.21,468.00,1427.13,2012/July/Aug
12/07/2012 09:15:25.038,1344.53,360.00,1391.89,2012/July/Aug
12/07/2012 10:57:58.728,1285.94,423.00,1353.73,2012/July/Aug
12/07/2012 11:28:02.318,1263.22,422.00,1331.84,2012/July/Aug
12/07/2012 11:50:08.548,1277.61,657.00,1436.64,2012/July/Aug
12/07/2012 12:49:12.907,1357.40,276.00,1385.18,2012/July/Aug
12/07/2012 12:50:38.300,1243.00,296.00,1277.76,2012/July/Aug
12/07/2012 13:32:27.610,1159.68,402.00,1227.38,2012/July/Aug
12/07/2012 16:34:07.761,1355.25,512.00,1448.74,2012/July/Aug
12/07/2012 21:42:41.202,1168.66,263.00,1197.89,2012/July/Aug
13/07/2012 01:10:05.789,1168.18,536.00,1285.28,2012/July/Aug
13/07/2012 11:29:05.339,1267.07,166.00,1277.90,2012/July/Aug
13/07/2012 20:31:54.551,930.01,354.00,995.11,2012/July/Aug
14/07/2012 01:10:41.941,1294.83,225.00,1314.23,2012/July/Aug
14/07/2012 01:53:17.143,1027.41,361.00,1088.99,2012/July/Aug
14/07/2012 01:53:21.112,1173.43,361.00,1227.70,2012/July/Aug
14/07/2012 05:16:50.341,1253.48,217.00,1272.13,2012/July/Aug
14/07/2012 09:12:07.272,1358.96,366.00,1407.39,2012/July/Aug
14/07/2012 12:42:37.818,1368.54,156.00,1377.40,2012/July/Aug
14/07/2012 13:11:02.395,1362.36,484.00,1445.78,2012/July/Aug
14/07/2012 21:37:16.324,1054.96,598.00,1212.66,2012/July/Aug
15/07/2012 05:45:45.219,1282.18,130.00,1288.75,2012/July/Aug
15/07/2012 06:22:55.989,1320.03,430.00,1388.30,2012/July/Aug
15/07/2012 21:03:45.206,1382.87,311.00,1417.41,2012/July/Aug
16/07/2012 04:41:46.935,1469.23,385.00,1518.83,2012/July/Aug
16/07/2012 07:29:41.143,1363.38,314.00,1399.07,2012/July/Aug
16/07/2012 09:58:33.778,1284.32,231.00,1304.93,2012/July/Aug
16/07/2012 14:13:47.243,1440.59,397.00,1494.30,2012/July/Aug
16/07/2012 15:34:29.326,1386.09,131.00,1392.27,2012/July/Aug
16/07/2012 22:03:34.987,1396.01,478.00,1475.57,2012/July/Aug
16/07/2012 22:40:53.211,1382.12,654.00,1529.04,2012/July/Aug
17/07/2012 00:19:35.976,1165.81,407.00,1234.82,2012/July/Aug
17/07/2012 00:40:52.610,1308.10,204.00,1323.91,2012/July/Aug
17/07/2012 07:53:25.605,1277.89,257.00,1303.48,2012/July/Aug
17/07/2012 10:02:46.234,1475.49,204.00,1489.53,2012/July/Aug
18/07/2012 13:02:13.666,1386.10,500.00,1473.52,2012/July/Aug
18/07/2012 13:03:53.419,1278.56,514.00,1378.01,2012/July/Aug
18/07/2012 15:46:42.976,1403.32,155.00,1411.86,2012/July/Aug
18/07/2012 18:23:48.874,1294.31,372.00,1346.71,2012/July/Aug
19/07/2012 00:50:12.135,1221.37,394.00,1283.35,2012/July/Aug
19/07/2012 03:11:11.432,1440.19,328.00,1477.06,2012/July/Aug
19/07/2012 03:37:10.055,1271.49,203.00,1287.59,2012/July/Aug
19/07/2012 03:38:37.005,1284.36,196.00,1299.23,2012/July/Aug
19/07/2012 06:49:58.655,1440.61,243.00,1460.97,2012/July/Aug
20/07/2012 00:17:52.490,1362.64,255.00,1386.30,2012/July/Aug
20/07/2012 06:08:47.943,1392.82,541.00,1494.20,2012/July/Aug
20/07/2012 07:54:31.460,1375.36,431.00,1441.31,2012/July/Aug
20/07/2012 13:39:23.004,1364.41,556.00,1473.35,2012/July/Aug
20/07/2012 14:20:40.908,1378.63,212.00,1394.84,2012/July/Aug
20/07/2012 14:25:19.013,1382.62,605.00,1509.19,2012/July/Aug
20/07/2012 14:26:21.990,1358.20,539.00,1461.24,2012/July/Aug
20/07/2012 14:27:09.316,1385.20,552.00,1491.14,2012/July/Aug
20/07/2012 14:36:30.403,1206.07,567.00,1332.70,2012/July/Aug
20/07/2012 16:38:47.211,1406.23,251.00,1428.45,2012/July/Aug
22/07/2012 01:10:05.463,1363.98,336.00,1404.75,2012/July/Aug
22/07/2012 06:19:52.402,1364.25,185.00,1376.74,2012/July/Aug
22/07/2012 06:20:57.176,1483.79,221.00,1500.15,2012/July/Aug
22/07/2012 06:23:11.404,1289.08,221.00,1307.88,2012/July/Aug
22/07/2012 12:19:40.331,1467.48,155.00,1475.64,2012/July/Aug
22/07/2012 13:53:56.541,1418.79,316.00,1453.55,2012/July/Aug
22/07/2012 14:03:36.822,1209.79,213.00,1228.40,2012/July/Aug
23/07/2012 10:20:34.449,1224.94,661.00,1391.91,2012/July/Aug
23/07/2012 10:22:07.117,1201.95,460.00,1286.97,2012/July/Aug
23/07/2012 13:46:15.588,1394.97,480.00,1475.24,2012/July/Aug
23/07/2012 15:36:09.296,1423.43,255.00,1446.09,2012/July/Aug
23/07/2012 17:20:47.224,1401.72,504.00,1489.57,2012/July/Aug
23/07/2012 20:11:02.374,1422.07,215.00,1438.23,2012/July/Aug
23/07/2012 20:25:26.178,1253.02,250.00,1277.72,2012/July/Aug
24/07/2012 07:22:06.042,1396.50,233.00,1415.80,2012/July/Aug
24/07/2012 13:28:14.606,1489.31,361.00,1532.44,2012/July/Aug
24/07/2012 14:40:04.801,1036.58,545.00,1171.12,2012/July/Aug
24/07/2012 18:38:26.832,1242.93,603.00,1381.48,2012/July/Aug
24/07/2012 18:40:06.111,1509.71,590.00,1620.90,2012/July/Aug
24/07/2012 19:35:20.469,1123.01,727.00,1337.79,2012/July/Aug
24/07/2012 20:32:58.949,1183.63,718.00,1384.38,2012/July/Aug
24/07/2012 20:55:00.352,1455.34,732.00,1629.07,2012/July/Aug
25/07/2012 02:57:58.187,1909.31,282.00,1930.02,2012/July/Aug
25/07/2012 04:04:37.611,1959.20,446.00,2009.33,2012/July/Aug
25/07/2012 13:40:34.635,1794.43,295.00,1818.52,2012/July/Aug
25/07/2012 13:40:59.837,1775.36,301.00,1800.70,2012/July/Aug
26/07/2012 00:36:38.393,1828.53,312.00,1854.96,2012/July/Aug
26/07/2012 01:19:10.272,1770.56,319.00,1799.07,2012/July/Aug
26/07/2012 04:27:22.359,1773.17,218.00,1786.52,2012/July/Aug
26/07/2012 17:12:38.698,1799.63,328.00,1829.28,2012/July/Aug
26/07/2012 17:16:13.319,1755.53,555.00,1841.17,2012/July/Aug
26/07/2012 21:45:29.267,1746.55,494.00,1815.06,2012/July/Aug
27/07/2012 04:30:14.755,1942.74,409.00,1985.32,2012/July/Aug
27/07/2012 19:41:01.019,1753.84,55.00,1754.70,2012/July/Aug
27/07/2012 19:41:19.038,1766.94,304.00,1792.90,2012/July/Aug
27/07/2012 19:49:38.753,1852.45,389.00,1892.86,2012/July/Aug
27/07/2012 19:55:56.635,1976.58,471.00,2031.92,2012/July/Aug
27/07/2012 21:31:50.585,1951.84,379.00,1988.29,2012/July/Aug
27/07/2012 21:56:55.622,1733.15,382.00,1774.75,2012/July/Aug
27/07/2012 22:20:37.758,1724.48,435.00,1778.50,2012/July/Aug
27/07/2012 22:38:21.272,1771.75,365.00,1808.96,2012/July/Aug
27/07/2012 23:01:22.344,1732.86,375.00,1772.97,2012/July/Aug
28/07/2012 00:28:36.283,1767.03,340.00,1799.44,2012/July/Aug
28/07/2012 02:27:14.639,1732.50,370.00,1771.57,2012/July/Aug
28/07/2012 06:45:11.783,1884.04,366.00,1919.26,2012/July/Aug
28/07/2012 15:49:04.647,1751.43,495.00,1820.04,2012/July/Aug
28/07/2012 20:26:57.882,2062.92,380.00,2097.63,2012/July/Aug
28/07/2012 20:31:00.905,1753.24,380.00,1793.95,2012/July/Aug
28/07/2012 21:37:52.204,1710.19,347.00,1745.03,2012/July/Aug
28/07/2012 21:41:01.256,1710.37,386.00,1753.39,2012/July/Aug
28/07/2012 21:42:01.306,1708.21,349.00,1743.49,2012/July/Aug
28/07/2012 23:22:14.615,1708.13,308.00,1735.68,2012/July/Aug
28/07/2012 23:33:20.939,1708.80,360.00,1746.31,2012/July/Aug
29/07/2012 00:01:43.554,1704.89,235.00,1721.01,2012/July/Aug
29/07/2012 01:55:16.541,1712.35,331.00,1744.05,2012/July/Aug
29/07/2012 08:19:30.917,1972.69,374.00,2007.83,2012/July/Aug
29/07/2012 12:42:19.467,1795.78,256.00,1813.94,2012/July/Aug
29/07/2012 12:42:26.779,1747.49,333.00,1778.93,2012/July/Aug
29/07/2012 12:43:02.930,1708.09,314.00,1736.71,2012/July/Aug
29/07/2012 12:44:30.131,1697.87,284.00,1721.46,2012/July/Aug
29/07/2012 12:59:36.168,2076.48,348.00,2105.44,2012/July/Aug
29/07/2012 14:16:12.544,1962.88,326.00,1989.77,2012/July/Aug
29/07/2012 15:58:03.468,1695.31,315.00,1724.33,2012/July/Aug
29/07/2012 17:52:19.958,1707.28,212.00,1720.40,2012/July/Aug
30/07/2012 09:03:17.743,1691.40,623.00,1802.49,2012/July/Aug
30/07/2012 09:49:24.429,1684.40,322.00,1714.90,2012/July/Aug
30/07/2012 21:08:35.997,1679.63,193.00,1690.68,2012/July/Aug
30/07/2012 23:00:55.577,1706.06,446.00,1763.39,2012/July/Aug
31/07/2012 01:27:13.580,1712.15,385.00,1754.91,2012/July/Aug
31/07/2012 04:11:24.226,1697.73,173.00,1706.52,2012/July/Aug
31/07/2012 05:01:14.652,1678.27,244.00,1695.92,2012/July/Aug
31/07/2012 08:20:44.532,1668.68,248.00,1687.01,2012/July/Aug
31/07/2012 18:34:41.376,1682.05,187.00,1692.41,2012/July/Aug
31/07/2012 21:53:23.693,1716.46,303.00,1743.00,2012/July/Aug
01/08/2012 00:51:23.414,1771.47,340.00,1803.81,2012/July/Aug
01/08/2012 01:46:53.703,1713.90,333.00,1745.95,2012/July/Aug
01/08/2012 06:23:34.172,1672.89,415.00,1723.60,2012/July/Aug
02/08/2012 03:56:46.401,2003.67,567.00,2082.35,2012/July/Aug
02/08/2012 09:36:58.736,1661.52,195.00,1672.92,2012/July/Aug
03/08/2012 01:44:43.964,1711.85,286.00,1735.58,2012/July/Aug
03/08/2012 01:52:24.997,1715.49,353.00,1751.44,2012/July/Aug
03/08/2012 14:20:47.542,1655.83,386.00,1700.23,2012/July/Aug
03/08/2012 18:41:58.794,1699.14,198.00,1710.64,2012/July/Aug
04/08/2012 00:18:39.071,1679.29,95.00,1681.98,2012/July/Aug
04/08/2012 01:14:29.624,1658.52,385.00,1702.62,2012/July/Aug
04/08/2012 02:38:53.668,1667.10,186.00,1677.44,2012/July/Aug
04/08/2012 12:33:48.859,1653.98,641.00,1773.85,2012/July/Aug
05/08/2012 12:40:14.672,1689.71,410.00,1738.74,2012/July/Aug
06/08/2012 03:31:30.561,2003.92,386.00,2040.76,2012/July/Aug
06/08/2012 03:31:42.056,1662.93,389.00,1707.82,2012/July/Aug
06/08/2012 05:39:50.076,1656.60,368.00,1696.98,2012/July/Aug
06/08/2012 05:53:35.576,1745.01,366.00,1782.98,2012/July/Aug
06/08/2012 07:24:56.889,1755.66,384.00,1797.16,2012/July/Aug
06/08/2012 22:45:29.475,1666.96,309.00,1695.35,2012/July/Aug
