Relocated origin time,Relocated Horizantal Difference,Relocated Depth Difference,Relocated Total Difference,Year/Mo. Category
15/12/2011 00:57:20.741,8308.18,753.23,8342.26,2011
17/12/2011 16:10:01.008,8307.84,796.19,8345.91,2011
09/01/2012 18:41:47.933,8236.56,701.34,8266.36,2012/1
10/01/2012 17:01:24.622,8358.09,688.03,8386.36,2012/1
13/01/2012 23:28:40.711,8333.91,1081.55,8403.80,2012/1
18/01/2012 08:59:57.940,8201.72,734.78,8234.57,2012/1
21/01/2012 03:41:45.846,8485.83,616.32,8508.18,2012/1
24/01/2012 14:06:08.326,8334.95,739.25,8367.67,2012/1
24/01/2012 14:06:10.344,8261.09,760.72,8296.04,2012/1
24/01/2012 17:14:26.948,8526.42,685.67,8553.94,2012/1
24/01/2012 21:15:59.578,8348.80,749.20,8382.35,2012/1
26/01/2012 02:36:33.205,8261.05,389.95,8270.25,2012/1
26/01/2012 02:37:16.888,8386.10,385.38,8394.95,2012/1
28/01/2012 15:02:24.367,8216.97,455.55,8229.59,2012/1
29/01/2012 15:48:59.655,7752.82,944.72,7810.17,2012/1
31/01/2012 02:43:52.083,8348.25,677.80,8375.72,2012/1
09/02/2012 04:47:23.304,8100.65,791.89,8139.26,2012/2
09/02/2012 04:47:24.077,8323.60,746.25,8356.98,2012/2
10/02/2012 10:19:04.397,8291.10,576.83,8311.14,2012/2
13/02/2012 23:38:59.130,8314.87,585.41,8335.45,2012/2
14/02/2012 03:21:34.469,8302.26,563.66,8321.37,2012/2
14/02/2012 08:05:31.362,8330.02,588.82,8350.80,2012/2
14/02/2012 19:17:12.873,8315.28,427.46,8326.26,2012/2
14/02/2012 21:25:11.642,8148.68,391.92,8158.10,2012/2
14/02/2012 23:49:02.623,8334.50,583.69,8354.91,2012/2
15/02/2012 01:09:50.060,7929.36,614.78,7953.16,2012/2
15/02/2012 01:23:42.483,8329.06,596.46,8350.39,2012/2
15/02/2012 05:08:29.080,7302.15,476.97,7317.71,2012/2
19/02/2012 05:41:17.017,8176.79,534.56,8194.24,2012/2
20/02/2012 00:31:34.020,8231.75,533.10,8248.99,2012/2
20/02/2012 01:27:29.384,7893.96,543.32,7912.64,2012/2
20/02/2012 02:42:58.033,7863.81,540.09,7882.34,2012/2
20/02/2012 04:29:01.508,7820.28,430.97,7832.15,2012/2
20/02/2012 16:59:47.242,8273.76,565.06,8293.03,2012/2
20/02/2012 17:48:32.065,8031.04,580.93,8052.03,2012/2
20/02/2012 23:25:19.309,8054.96,413.92,8065.59,2012/2
21/02/2012 11:28:44.929,7907.50,571.71,7928.14,2012/2
22/02/2012 00:44:57.504,8381.02,639.36,8405.38,2012/2
22/02/2012 10:23:38.419,7884.35,587.98,7906.24,2012/2
23/02/2012 04:26:53.038,7846.19,399.10,7856.33,2012/2
23/02/2012 04:26:54.089,7998.27,375.24,8007.06,2012/2
23/02/2012 04:26:57.017,8419.78,281.49,8424.48,2012/2
23/02/2012 04:27:10.773,7937.12,546.69,7955.93,2012/2
23/02/2012 04:28:30.604,7961.39,492.24,7976.59,2012/2
23/02/2012 10:20:59.176,7940.31,321.22,7946.81,2012/2
23/02/2012 17:39:55.562,7978.63,475.31,7992.78,2012/2
24/02/2012 03:25:24.438,7986.61,418.46,7997.56,2012/2
24/02/2012 22:41:25.464,8329.02,452.33,8341.30,2012/2
25/02/2012 04:12:39.432,8295.59,547.83,8313.66,2012/2
25/02/2012 06:01:20.972,8026.11,451.59,8038.81,2012/2
25/02/2012 07:30:50.955,8337.33,530.20,8354.17,2012/2
26/02/2012 02:39:07.278,6857.14,399.40,6868.76,2012/2
26/02/2012 04:08:20.696,8006.05,362.96,8014.27,2012/2
26/02/2012 04:08:34.487,8032.16,334.49,8039.12,2012/2
26/02/2012 04:08:43.773,8278.32,463.16,8291.27,2012/2
26/02/2012 04:15:51.317,8009.00,249.16,8012.88,2012/2
26/02/2012 05:02:09.813,8357.92,233.72,8361.18,2012/2
26/02/2012 05:03:36.389,8294.45,339.29,8301.39,2012/2
26/02/2012 05:06:11.722,8248.72,338.02,8255.65,2012/2
26/02/2012 05:06:14.494,8140.39,379.92,8149.25,2012/2
26/02/2012 05:06:32.707,8157.92,336.15,8164.84,2012/2
26/02/2012 05:07:19.588,8195.91,400.33,8205.68,2012/2
26/02/2012 05:08:56.635,8169.01,370.19,8177.39,2012/2
26/02/2012 05:09:21.187,8193.39,362.47,8201.40,2012/2
26/02/2012 05:09:22.165,8205.01,363.11,8213.04,2012/2
26/02/2012 12:19:11.949,8162.46,375.40,8171.08,2012/2
26/02/2012 12:19:33.373,7971.61,395.48,7981.41,2012/2
26/02/2012 13:47:11.475,8152.96,232.83,8156.28,2012/2
27/02/2012 09:09:06.554,8117.86,324.71,8124.35,2012/2
27/02/2012 19:37:11.493,7846.76,358.51,7854.94,2012/2
27/02/2012 19:51:08.812,8156.65,364.28,8164.78,2012/2
27/02/2012 19:57:21.628,8385.45,170.36,8387.18,2012/2
27/02/2012 19:58:28.765,8195.12,415.06,8205.62,2012/2
27/02/2012 19:58:29.628,8367.78,375.29,8376.19,2012/2
27/02/2012 19:58:32.122,8128.18,414.57,8138.74,2012/2
27/02/2012 19:59:04.745,8172.52,366.88,8180.75,2012/2
27/02/2012 19:59:32.711,7860.96,392.12,7870.73,2012/2
27/02/2012 20:01:31.215,8196.91,207.24,8199.53,2012/2
27/02/2012 20:02:37.755,8181.59,359.91,8189.50,2012/2
27/02/2012 20:03:48.101,8001.53,378.80,8010.49,2012/2
27/02/2012 20:03:56.402,7816.75,402.56,7827.11,2012/2
27/02/2012 20:09:51.872,7809.83,405.26,7820.34,2012/2
27/02/2012 20:09:55.169,8271.72,375.59,8280.24,2012/2
27/02/2012 20:09:57.702,8265.52,327.25,8271.99,2012/2
27/02/2012 20:10:13.769,8139.28,354.28,8146.99,2012/2
27/02/2012 20:10:31.981,8176.12,438.66,8187.88,2012/2
27/02/2012 20:11:20.585,7856.06,366.99,7864.63,2012/2
27/02/2012 20:11:25.880,7878.52,403.91,7888.86,2012/2
27/02/2012 20:12:00.705,8172.50,471.84,8186.11,2012/2
27/02/2012 20:12:17.768,8184.96,388.54,8194.18,2012/2
27/02/2012 20:12:26.232,8198.98,387.06,8208.11,2012/2
27/02/2012 20:12:34.935,7814.52,450.37,7827.49,2012/2
27/02/2012 20:12:56.429,8250.84,421.77,8261.61,2012/2
27/02/2012 20:12:58.585,8122.44,456.77,8135.28,2012/2
27/02/2012 20:13:05.380,8418.48,407.91,8428.35,2012/2
27/02/2012 20:13:30.404,8285.90,465.93,8298.99,2012/2
27/02/2012 20:13:32.676,8108.84,429.18,8120.19,2012/2
27/02/2012 20:13:40.351,7863.79,364.79,7872.24,2012/2
27/02/2012 20:13:42.600,8270.27,383.11,8279.13,2012/2
27/02/2012 20:14:03.291,8179.41,485.65,8193.82,2012/2
27/02/2012 20:15:03.116,8192.54,422.62,8203.44,2012/2
27/02/2012 20:15:05.309,8697.12,444.62,8708.48,2012/2
27/02/2012 20:15:11.725,7672.84,391.12,7682.80,2012/2
27/02/2012 20:15:36.917,8233.93,512.14,8249.85,2012/2
27/02/2012 20:15:47.426,7867.12,344.59,7874.66,2012/2
27/02/2012 20:15:51.583,7842.70,361.95,7851.05,2012/2
27/02/2012 20:16:05.420,8218.21,499.45,8233.37,2012/2
27/02/2012 20:17:44.334,8249.23,364.24,8257.27,2012/2
27/02/2012 20:18:18.891,7896.68,484.70,7911.54,2012/2
27/02/2012 20:19:57.714,7819.12,383.67,7828.52,2012/2
27/02/2012 20:20:24.238,8374.22,352.79,8381.64,2012/2
27/02/2012 20:23:00.164,8286.97,368.90,8295.17,2012/2
27/02/2012 20:24:49.983,7788.96,546.73,7808.13,2012/2
27/02/2012 20:31:57.970,7886.88,495.14,7902.40,2012/2
27/02/2012 20:32:39.179,7736.42,549.38,7755.90,2012/2
27/02/2012 20:32:41.435,8134.44,470.33,8148.02,2012/2
27/02/2012 20:33:02.131,7841.96,493.66,7857.48,2012/2
27/02/2012 20:33:24.859,8520.85,443.99,8532.41,2012/2
27/02/2012 20:33:49.838,7773.20,560.00,7793.35,2012/2
27/02/2012 20:35:09.295,7842.60,570.82,7863.35,2012/2
27/02/2012 20:37:53.055,7804.26,483.06,7819.20,2012/2
27/02/2012 20:39:54.843,7795.88,347.26,7803.61,2012/2
27/02/2012 20:41:26.849,8300.62,474.20,8314.16,2012/2
27/02/2012 20:56:41.644,7786.29,326.80,7793.15,2012/2
27/02/2012 20:59:26.510,7884.12,471.93,7898.24,2012/2
28/02/2012 02:27:18.635,8464.09,504.44,8479.11,2012/2
28/02/2012 02:27:49.663,7807.41,626.47,7832.51,2012/2
28/02/2012 02:27:53.559,8316.49,497.35,8331.35,2012/2
28/02/2012 02:27:59.236,8492.39,522.79,8508.47,2012/2
28/02/2012 02:29:18.905,8526.70,572.74,8545.91,2012/2
28/02/2012 02:30:12.893,8864.81,526.33,8880.42,2012/2
28/02/2012 02:30:16.658,8424.54,523.23,8440.78,2012/2
28/02/2012 02:30:17.400,8251.33,524.09,8267.96,2012/2
28/02/2012 02:30:26.753,8920.80,517.97,8935.83,2012/2
28/02/2012 02:31:33.560,6878.57,520.19,6898.21,2012/2
28/02/2012 02:32:00.519,6665.48,506.16,6684.67,2012/2
28/02/2012 02:32:43.679,4995.29,475.26,5017.84,2012/2
28/02/2012 02:35:41.362,4994.91,428.85,5013.29,2012/2
28/02/2012 02:36:31.316,4947.39,417.18,4964.95,2012/2
28/02/2012 02:37:01.160,4992.62,418.34,5010.11,2012/2
28/02/2012 02:37:01.564,4825.42,401.90,4842.13,2012/2
28/02/2012 02:37:21.110,4862.94,438.92,4882.71,2012/2
28/02/2012 02:37:40.946,4961.31,441.19,4980.89,2012/2
28/02/2012 02:38:10.432,5000.07,518.56,5026.89,2012/2
28/02/2012 02:45:27.566,4752.24,523.77,4781.01,2012/2
28/02/2012 02:45:45.453,5121.05,575.73,5153.31,2012/2
28/02/2012 02:46:32.953,5086.47,550.01,5116.12,2012/2
28/02/2012 02:47:02.378,5004.92,533.39,5033.26,2012/2
28/02/2012 02:47:49.723,4901.10,472.11,4923.78,2012/2
28/02/2012 02:48:07.385,4996.71,494.55,5021.12,2012/2
28/02/2012 02:48:54.170,4737.29,574.64,4772.02,2012/2
28/02/2012 02:50:41.892,4884.24,571.59,4917.57,2012/2
28/02/2012 02:50:53.287,5009.09,664.84,5053.02,2012/2
28/02/2012 02:57:25.341,4905.88,552.29,4936.87,2012/2
28/02/2012 02:57:41.543,5001.12,581.23,5034.78,2012/2
28/02/2012 02:57:46.917,5011.54,559.48,5042.67,2012/2
28/02/2012 02:57:52.694,4800.56,563.25,4833.49,2012/2
28/02/2012 02:58:03.125,5159.41,562.52,5189.99,2012/2
28/02/2012 02:58:08.557,4988.32,588.53,5022.92,2012/2
28/02/2012 02:58:48.177,4646.07,531.92,4676.42,2012/2
28/02/2012 03:00:30.856,4794.34,528.69,4823.40,2012/2
28/02/2012 03:00:43.298,4976.58,575.06,5009.70,2012/2
28/02/2012 03:00:44.455,4916.47,568.37,4949.21,2012/2
28/02/2012 03:00:46.368,4915.18,657.06,4958.91,2012/2
28/02/2012 03:00:51.583,4950.84,331.35,4961.92,2012/2
28/02/2012 03:01:06.139,5007.03,516.18,5033.56,2012/2
28/02/2012 03:01:16.922,4961.22,677.11,5007.21,2012/2
28/02/2012 03:02:02.945,5048.24,578.85,5081.32,2012/2
28/02/2012 03:02:29.416,4925.83,536.76,4954.99,2012/2
28/02/2012 03:02:34.511,4786.09,578.10,4820.88,2012/2
28/02/2012 03:03:26.265,4793.53,602.16,4831.20,2012/2
28/02/2012 03:03:28.635,4965.76,609.46,5003.02,2012/2
28/02/2012 03:03:33.095,5007.44,605.49,5043.91,2012/2
28/02/2012 03:03:58.269,4983.25,604.88,5019.83,2012/2
28/02/2012 03:04:05.072,4865.41,521.56,4893.28,2012/2
28/02/2012 03:04:19.108,4686.62,548.74,4718.64,2012/2
28/02/2012 03:04:57.554,4991.04,595.90,5026.48,2012/2
28/02/2012 03:05:29.617,5241.92,551.71,5270.87,2012/2
28/02/2012 03:06:23.769,4884.75,512.13,4911.52,2012/2
28/02/2012 03:06:25.666,4971.72,480.49,4994.88,2012/2
28/02/2012 03:06:30.740,5530.41,506.91,5553.59,2012/2
28/02/2012 03:07:14.604,4823.84,530.81,4852.95,2012/2
28/02/2012 03:07:17.244,5118.23,520.35,5144.62,2012/2
28/02/2012 03:07:33.596,4846.69,600.28,4883.73,2012/2
28/02/2012 03:08:00.245,4937.03,408.41,4953.89,2012/2
28/02/2012 03:08:25.619,4892.03,589.39,4927.41,2012/2
28/02/2012 03:09:18.882,4994.13,540.74,5023.32,2012/2
28/02/2012 03:13:21.505,5361.56,504.89,5385.28,2012/2
28/02/2012 03:16:20.473,4866.91,587.42,4902.23,2012/2
28/02/2012 03:24:31.114,5164.21,485.36,5186.97,2012/2
28/02/2012 03:25:22.890,5042.59,517.00,5069.02,2012/2
28/02/2012 03:27:07.744,5003.22,531.10,5031.33,2012/2
28/02/2012 03:28:52.718,5111.60,596.03,5146.23,2012/2
28/02/2012 03:30:27.290,5038.01,462.23,5059.17,2012/2
28/02/2012 03:30:33.698,4985.51,538.06,5014.46,2012/2
28/02/2012 03:33:48.845,5107.66,607.40,5143.65,2012/2
28/02/2012 03:33:59.829,5042.85,518.81,5069.47,2012/2
28/02/2012 03:34:15.589,4638.94,590.08,4676.32,2012/2
28/02/2012 03:36:11.967,5056.90,428.39,5075.01,2012/2
28/02/2012 03:38:13.193,5118.16,396.61,5133.51,2012/2
28/02/2012 03:39:47.771,5360.35,582.42,5391.90,2012/2
28/02/2012 03:41:49.125,4824.34,598.20,4861.28,2012/2
28/02/2012 03:42:02.939,4906.62,503.71,4932.40,2012/2
28/02/2012 03:46:50.498,4837.88,525.53,4866.34,2012/2
28/02/2012 03:54:45.114,5028.98,554.32,5059.43,2012/2
28/02/2012 03:57:36.348,5047.87,510.07,5073.57,2012/2
28/02/2012 03:59:19.617,5008.12,498.41,5032.86,2012/2
28/02/2012 04:04:27.884,4876.35,470.15,4898.96,2012/2
28/02/2012 04:11:11.625,4906.29,608.32,4943.86,2012/2
28/02/2012 04:13:03.251,5189.66,599.41,5224.16,2012/2
28/02/2012 04:21:57.884,4682.99,377.94,4698.22,2012/2
28/02/2012 04:49:37.992,4880.72,455.01,4901.89,2012/2
28/02/2012 04:49:47.667,5442.72,388.43,5456.56,2012/2
28/02/2012 04:51:32.631,5370.28,392.40,5384.60,2012/2
28/02/2012 04:51:50.217,4840.10,439.45,4860.01,2012/2
28/02/2012 04:54:07.954,5224.23,441.43,5242.85,2012/2
28/02/2012 04:54:58.568,4952.39,416.47,4969.87,2012/2
28/02/2012 04:55:03.428,4634.29,477.76,4658.85,2012/2
28/02/2012 04:55:17.823,5096.65,445.79,5116.11,2012/2
28/02/2012 04:55:24.819,4684.73,480.62,4709.32,2012/2
28/02/2012 04:55:56.532,5440.77,485.75,5462.41,2012/2
28/02/2012 04:57:07.523,4935.10,465.70,4957.02,2012/2
28/02/2012 05:01:24.275,5063.79,478.77,5086.38,2012/2
28/02/2012 05:03:15.729,5538.20,466.05,5557.78,2012/2
28/02/2012 06:32:10.454,5439.17,467.47,5459.23,2012/2
28/02/2012 06:53:19.358,4635.89,604.41,4675.12,2012/2
28/02/2012 07:01:53.258,4884.26,459.52,4905.83,2012/2
28/02/2012 07:22:57.891,4602.40,419.82,4621.51,2012/2
28/02/2012 07:35:52.948,5107.19,607.17,5143.16,2012/2
28/02/2012 07:40:21.703,4803.62,504.33,4830.02,2012/2
28/02/2012 08:04:58.236,5168.64,388.43,5183.21,2012/2
28/02/2012 08:12:31.571,5228.97,647.07,5268.86,2012/2
28/02/2012 09:20:17.495,4860.71,334.27,4872.19,2012/2
28/02/2012 11:04:33.192,4887.07,611.63,4925.20,2012/2
28/02/2012 11:05:49.508,4887.63,525.20,4915.77,2012/2
28/02/2012 11:06:14.292,5408.35,419.20,5424.58,2012/2
28/02/2012 11:07:54.507,5313.36,390.93,5327.72,2012/2
28/02/2012 11:08:27.647,4918.47,369.44,4932.33,2012/2
28/02/2012 11:08:59.742,4887.84,407.34,4904.79,2012/2
28/02/2012 11:09:27.075,4955.41,467.37,4977.40,2012/2
28/02/2012 11:09:40.303,4874.00,461.51,4895.80,2012/2
28/02/2012 11:11:40.298,4892.40,510.13,4918.93,2012/2
28/02/2012 11:14:17.738,5340.51,335.45,5351.03,2012/2
28/02/2012 11:14:21.362,5084.09,313.48,5093.75,2012/2
28/02/2012 11:14:24.453,5485.07,313.27,5494.00,2012/2
28/02/2012 11:14:25.609,5510.55,334.97,5520.72,2012/2
28/02/2012 11:14:31.949,5378.57,392.11,5392.85,2012/2
28/02/2012 11:14:45.601,5050.28,361.18,5063.18,2012/2
28/02/2012 11:15:00.644,4916.87,342.68,4928.80,2012/2
28/02/2012 11:18:28.581,4833.47,292.59,4842.32,2012/2
28/02/2012 11:23:42.093,5524.01,301.35,5532.23,2012/2
28/02/2012 11:25:42.148,5487.48,574.45,5517.47,2012/2
28/02/2012 11:25:43.141,5472.89,567.83,5502.27,2012/2
28/02/2012 11:25:44.499,4971.41,553.34,5002.11,2012/2
28/02/2012 11:25:51.462,4913.69,424.11,4931.96,2012/2
28/02/2012 11:25:55.674,4883.21,401.59,4899.70,2012/2
28/02/2012 11:26:12.210,4884.99,475.41,4908.07,2012/2
28/02/2012 11:26:30.477,4795.28,563.87,4828.32,2012/2
28/02/2012 11:28:02.333,5541.69,420.89,5557.65,2012/2
28/02/2012 11:28:12.033,4895.26,314.14,4905.33,2012/2
28/02/2012 11:28:12.706,5544.70,267.85,5551.17,2012/2
28/02/2012 11:28:13.498,4847.00,324.61,4857.86,2012/2
28/02/2012 11:28:14.234,4866.37,359.16,4879.61,2012/2
28/02/2012 11:28:17.941,4885.00,359.46,4898.21,2012/2
28/02/2012 11:28:20.725,4854.35,395.70,4870.45,2012/2
28/02/2012 11:28:43.091,4850.65,428.49,4869.54,2012/2
28/02/2012 11:29:12.631,4887.54,503.74,4913.43,2012/2
28/02/2012 11:32:08.974,4878.83,513.34,4905.76,2012/2
28/02/2012 11:34:23.713,4860.87,518.27,4888.42,2012/2
28/02/2012 11:35:14.556,4827.67,563.84,4860.49,2012/2
28/02/2012 11:35:54.986,4891.75,544.46,4921.96,2012/2
28/02/2012 11:53:52.336,4901.48,532.80,4930.35,2012/2
28/02/2012 11:59:54.622,4796.21,589.79,4832.34,2012/2
28/02/2012 12:27:22.304,5245.22,594.76,5278.83,2012/2
28/02/2012 12:40:55.404,4880.28,662.40,4925.02,2012/2
28/02/2012 13:24:20.429,4877.44,637.90,4918.97,2012/2
28/02/2012 14:22:52.270,4876.42,559.86,4908.46,2012/2
28/02/2012 14:59:24.911,4879.64,566.15,4912.37,2012/2
28/02/2012 15:35:38.190,4880.03,567.65,4912.93,2012/2
28/02/2012 16:02:20.991,4862.39,550.66,4893.47,2012/2
28/02/2012 16:24:24.079,4903.01,557.46,4934.60,2012/2
28/02/2012 17:03:33.241,4849.82,520.11,4877.63,2012/2
28/02/2012 17:13:45.912,4892.10,435.47,4911.45,2012/2
28/02/2012 17:28:58.327,4865.80,431.87,4884.93,2012/2
28/02/2012 17:30:11.429,4846.34,407.34,4863.43,2012/2
28/02/2012 17:50:31.328,4877.47,386.03,4892.72,2012/2
28/02/2012 18:12:31.170,4832.16,456.68,4853.70,2012/2
28/02/2012 18:19:37.575,4844.99,528.35,4873.71,2012/2
28/02/2012 18:31:13.381,4884.39,465.53,4906.52,2012/2
28/02/2012 18:35:18.594,4834.69,610.70,4873.11,2012/2
28/02/2012 19:21:59.151,4858.76,577.94,4893.01,2012/2
28/02/2012 19:29:22.237,4711.61,580.90,4747.29,2012/2
28/02/2012 19:55:18.849,4885.12,580.12,4919.45,2012/2
28/02/2012 22:42:42.862,4880.12,577.18,4914.13,2012/2
28/02/2012 23:01:46.819,4730.88,568.18,4764.88,2012/2
28/02/2012 23:04:59.486,4890.49,569.71,4923.57,2012/2
28/02/2012 23:05:00.444,4856.70,589.26,4892.32,2012/2
28/02/2012 23:08:07.171,4860.29,551.91,4891.52,2012/2
28/02/2012 23:08:55.208,4843.76,582.64,4878.68,2012/2
28/02/2012 23:12:30.363,4865.63,357.37,4878.74,2012/2
28/02/2012 23:13:42.612,4817.15,418.82,4835.33,2012/2
28/02/2012 23:35:42.742,4840.82,574.79,4874.82,2012/2
28/02/2012 23:35:46.354,4881.97,556.52,4913.59,2012/2
28/02/2012 23:44:50.725,4727.16,564.38,4760.73,2012/2
28/02/2012 23:45:19.039,4864.89,587.59,4900.25,2012/2
28/02/2012 23:47:48.498,4559.94,634.37,4603.86,2012/2
28/02/2012 23:50:19.655,4874.62,580.42,4909.05,2012/2
28/02/2012 23:50:20.489,5164.46,583.38,5197.31,2012/2
28/02/2012 23:51:14.798,4861.38,580.44,4895.91,2012/2
29/02/2012 01:06:46.289,4953.66,394.10,4969.31,2012/2
29/02/2012 02:09:41.125,4882.90,404.55,4899.63,2012/2
29/02/2012 02:56:33.301,4695.26,639.25,4738.58,2012/2
29/02/2012 02:56:33.877,4817.40,630.11,4858.43,2012/2
29/02/2012 03:26:17.293,4879.69,661.99,4924.39,2012/2
29/02/2012 03:29:35.208,4719.21,656.65,4764.67,2012/2
29/02/2012 03:29:45.498,4653.92,608.94,4693.58,2012/2
29/02/2012 04:06:03.351,4845.49,329.02,4856.65,2012/2
29/02/2012 04:13:10.653,4584.76,729.84,4642.49,2012/2
29/02/2012 04:14:05.073,4643.83,684.98,4694.07,2012/2
29/02/2012 04:36:49.231,4684.04,691.66,4734.84,2012/2
29/02/2012 04:40:38.818,4794.49,708.47,4846.56,2012/2
29/02/2012 04:45:29.972,4647.27,725.52,4703.57,2012/2
29/02/2012 04:50:34.521,4641.93,677.70,4691.14,2012/2
29/02/2012 04:52:55.215,4529.71,621.56,4572.15,2012/2
29/02/2012 05:13:15.745,4656.04,677.79,4705.11,2012/2
29/02/2012 05:25:33.372,4895.72,697.00,4945.09,2012/2
29/02/2012 05:27:19.461,4854.00,666.83,4899.59,2012/2
29/02/2012 05:27:33.872,4846.08,701.53,4896.59,2012/2
29/02/2012 05:28:07.991,4949.31,699.10,4998.44,2012/2
29/02/2012 05:28:45.145,4971.70,661.40,5015.50,2012/2
29/02/2012 05:28:57.537,4853.31,644.78,4895.96,2012/2
29/02/2012 05:29:58.390,4847.07,632.18,4888.12,2012/2
29/02/2012 05:30:04.246,4816.52,646.88,4859.76,2012/2
29/02/2012 05:30:16.924,4942.35,617.33,4980.75,2012/2
29/02/2012 05:30:17.538,4815.25,611.32,4853.90,2012/2
29/02/2012 05:30:41.046,4857.04,683.08,4904.83,2012/2
29/02/2012 05:31:29.915,4956.76,633.15,4997.03,2012/2
29/02/2012 05:34:22.299,4840.45,612.81,4879.09,2012/2
29/02/2012 05:34:27.002,4923.73,624.84,4963.22,2012/2
29/02/2012 05:34:35.706,4914.37,673.88,4960.36,2012/2
29/02/2012 05:34:42.672,4847.02,680.18,4894.51,2012/2
29/02/2012 05:36:09.143,4919.68,636.69,4960.71,2012/2
29/02/2012 05:37:43.762,4965.34,663.61,5009.49,2012/2
29/02/2012 05:46:36.591,4941.24,580.37,4975.21,2012/2
29/02/2012 05:47:35.470,4986.23,684.67,5033.01,2012/2
29/02/2012 05:48:33.553,4970.41,582.64,5004.45,2012/2
29/02/2012 05:48:42.220,4862.45,650.25,4905.74,2012/2
29/02/2012 05:52:15.395,4764.23,556.35,4796.61,2012/2
29/02/2012 05:56:57.954,4980.42,563.59,5012.21,2012/2
29/02/2012 05:57:57.500,5085.84,604.55,5121.64,2012/2
29/02/2012 05:58:00.596,4770.32,564.68,4803.63,2012/2
29/02/2012 05:59:15.832,5344.92,392.63,5359.32,2012/2
29/02/2012 05:59:17.216,4917.53,617.53,4956.15,2012/2
29/02/2012 05:59:36.477,5625.81,505.79,5648.50,2012/2
29/02/2012 06:00:11.289,4855.16,580.35,4889.72,2012/2
29/02/2012 06:01:21.508,5066.67,554.76,5096.95,2012/2
29/02/2012 06:01:27.338,4681.24,451.43,4702.95,2012/2
29/02/2012 06:01:35.508,4995.10,598.55,5030.83,2012/2
29/02/2012 06:01:41.501,5586.27,537.27,5612.05,2012/2
29/02/2012 06:01:47.690,5481.99,520.82,5506.67,2012/2
29/02/2012 06:01:48.182,5430.65,548.36,5458.27,2012/2
29/02/2012 06:02:53.426,5646.18,558.88,5673.78,2012/2
29/02/2012 06:03:47.746,5025.25,512.09,5051.27,2012/2
29/02/2012 06:04:20.610,5096.94,563.61,5128.00,2012/2
29/02/2012 06:04:22.812,5106.07,553.86,5136.02,2012/2
29/02/2012 06:04:51.542,4883.91,601.09,4920.76,2012/2
29/02/2012 06:04:59.637,5734.31,632.15,5769.05,2012/2
29/02/2012 06:05:07.449,5474.64,646.49,5512.68,2012/2
29/02/2012 06:05:22.298,5573.20,623.62,5607.98,2012/2
29/02/2012 06:05:26.470,5685.79,538.35,5711.22,2012/2
29/02/2012 06:05:31.420,5676.53,602.08,5708.37,2012/2
29/02/2012 06:05:34.762,5596.73,551.73,5623.86,2012/2
29/02/2012 06:05:40.763,4876.03,522.47,4903.94,2012/2
29/02/2012 06:05:46.169,4853.82,635.99,4895.31,2012/2
29/02/2012 06:06:16.240,4745.26,525.66,4774.28,2012/2
29/02/2012 06:06:22.210,4848.78,653.69,4892.65,2012/2
29/02/2012 06:06:23.886,5046.03,550.93,5076.02,2012/2
29/02/2012 06:06:26.383,4898.03,592.97,4933.79,2012/2
29/02/2012 06:06:29.123,5416.56,635.71,5453.74,2012/2
29/02/2012 06:06:52.191,4949.30,564.11,4981.34,2012/2
29/02/2012 06:07:58.757,5497.41,540.56,5523.92,2012/2
29/02/2012 06:07:58.915,5655.26,582.04,5685.14,2012/2
29/02/2012 06:08:00.034,5435.59,579.70,5466.42,2012/2
29/02/2012 06:08:52.069,5488.46,570.95,5518.07,2012/2
29/02/2012 06:09:18.280,5754.76,559.77,5781.93,2012/2
29/02/2012 06:10:12.085,5690.42,496.47,5712.04,2012/2
29/02/2012 06:11:10.729,6035.98,461.66,6053.61,2012/2
29/02/2012 06:11:59.881,5674.69,538.73,5700.21,2012/2
29/02/2012 06:13:20.795,6410.07,467.52,6427.10,2012/2
29/02/2012 06:13:41.882,5721.06,499.77,5742.85,2012/2
29/02/2012 06:14:53.147,6009.73,547.15,6034.58,2012/2
29/02/2012 06:19:13.236,5341.24,547.71,5369.24,2012/2
29/02/2012 06:21:12.154,5613.14,563.12,5641.32,2012/2
29/02/2012 06:21:13.111,5490.77,567.69,5520.04,2012/2
29/02/2012 06:21:18.604,5498.69,516.67,5522.92,2012/2
29/02/2012 06:21:51.877,5571.96,601.74,5604.35,2012/2
29/02/2012 06:22:31.589,5617.62,575.35,5647.01,2012/2
29/02/2012 06:22:43.151,5549.81,609.97,5583.23,2012/2
29/02/2012 06:22:48.387,5482.01,556.60,5510.20,2012/2
29/02/2012 06:22:48.393,5818.12,602.26,5849.20,2012/2
29/02/2012 06:22:51.125,4836.83,480.19,4860.61,2012/2
29/02/2012 06:22:52.631,4871.98,591.80,4907.79,2012/2
29/02/2012 06:26:16.169,4806.67,590.05,4842.75,2012/2
29/02/2012 06:26:19.332,4764.65,526.42,4793.65,2012/2
29/02/2012 06:26:40.703,4346.12,580.07,4384.66,2012/2
29/02/2012 06:29:50.304,4334.02,499.19,4362.67,2012/2
29/02/2012 06:41:55.144,4806.30,520.92,4834.45,2012/2
29/02/2012 06:42:18.969,4837.62,511.03,4864.54,2012/2
29/02/2012 06:48:36.795,4877.84,662.11,4922.58,2012/2
29/02/2012 06:48:45.248,4874.84,662.19,4919.61,2012/2
