Relocated origin time,Relocated Horizantal Difference,Relocated Depth Difference,Relocated Total Difference,Year/Mo. Category
10/06/2012 22:08:20.267,1309.78,635.41,1455.77,2012/May-June
10/06/2012 22:08:26.333,1179.78,613.59,1329.80,2012/May-June
11/06/2012 02:33:48.844,1231.08,210.98,1249.03,2012/May-June
11/06/2012 06:51:11.149,1238.59,485.85,1330.47,2012/May-June
11/06/2012 13:45:15.766,1214.85,683.65,1394.00,2012/May-June
12/06/2012 23:00:27.610,1182.58,646.76,1347.89,2012/May-June
13/06/2012 14:20:16.720,1249.65,286.43,1282.06,2012/May-June
14/06/2012 19:33:36.407,1203.42,434.92,1279.60,2012/May-June
15/06/2012 07:03:45.086,1155.16,562.85,1284.99,2012/May-June
15/06/2012 12:47:38.455,1221.93,127.85,1228.60,2012/May-June
15/06/2012 22:05:32.903,1216.20,390.92,1277.48,2012/May-June
15/06/2012 22:38:24.617,1163.58,400.74,1230.65,2012/May-June
15/06/2012 22:54:34.671,1197.23,537.83,1312.48,2012/May-June
15/06/2012 22:54:42.016,1278.31,468.50,1361.46,2012/May-June
15/06/2012 22:54:56.763,1145.79,519.79,1258.18,2012/May-June
15/06/2012 22:55:13.471,1101.68,520.53,1218.46,2012/May-June
15/06/2012 22:57:10.948,1335.28,531.65,1437.23,2012/May-June
15/06/2012 23:00:01.603,1195.89,530.88,1308.43,2012/May-June
15/06/2012 23:01:30.556,1295.43,523.36,1397.16,2012/May-June
15/06/2012 23:02:40.168,1258.65,506.51,1356.74,2012/May-June
15/06/2012 23:02:54.323,1209.99,523.81,1318.50,2012/May-June
15/06/2012 23:16:10.699,1151.44,517.45,1262.37,2012/May-June
15/06/2012 23:16:23.236,1219.55,542.19,1334.65,2012/May-June
15/06/2012 23:16:29.151,1241.71,527.21,1349.00,2012/May-June
15/06/2012 23:45:28.270,1201.03,555.14,1323.13,2012/May-June
16/06/2012 00:00:47.750,1130.83,532.07,1249.75,2012/May-June
16/06/2012 00:05:52.223,1329.90,541.98,1436.10,2012/May-June
16/06/2012 01:32:11.264,1257.55,533.79,1366.15,2012/May-June
16/06/2012 01:32:14.780,1219.32,569.31,1345.68,2012/May-June
16/06/2012 02:13:01.070,1229.50,544.37,1344.62,2012/May-June
16/06/2012 02:15:24.726,1185.94,493.65,1284.58,2012/May-June
16/06/2012 03:20:00.248,1144.06,541.39,1265.69,2012/May-June
16/06/2012 04:51:36.808,1244.15,438.50,1319.17,2012/May-June
16/06/2012 07:53:37.204,1227.08,550.80,1345.03,2012/May-June
16/06/2012 09:37:38.227,1264.19,471.14,1349.13,2012/May-June
16/06/2012 09:37:43.388,1223.81,489.76,1318.17,2012/May-June
16/06/2012 12:37:25.712,1252.81,488.04,1344.51,2012/May-June
16/06/2012 12:37:29.963,1199.81,497.95,1299.04,2012/May-June
16/06/2012 13:17:10.453,1170.25,492.73,1269.75,2012/May-June
16/06/2012 13:17:53.214,1206.11,515.46,1311.64,2012/May-June
16/06/2012 13:41:00.106,1200.15,516.99,1306.76,2012/May-June
16/06/2012 13:53:10.838,1243.65,467.17,1328.50,2012/May-June
16/06/2012 14:31:32.911,1204.20,504.11,1305.46,2012/May-June
16/06/2012 14:42:44.391,1220.59,501.55,1319.62,2012/May-June
16/06/2012 15:40:16.721,1259.03,508.83,1357.96,2012/May-June
16/06/2012 15:59:28.898,1242.81,554.59,1360.94,2012/May-June
16/06/2012 16:42:30.594,1176.46,510.79,1282.56,2012/May-June
16/06/2012 16:43:52.384,1274.23,537.49,1382.95,2012/May-June
16/06/2012 17:17:25.356,1299.14,571.49,1419.29,2012/May-June
17/06/2012 00:49:58.078,1298.90,543.84,1408.16,2012/May-June
17/06/2012 01:59:57.798,1277.76,547.68,1390.19,2012/May-June
17/06/2012 04:07:52.993,1219.22,540.52,1333.67,2012/May-June
17/06/2012 04:12:44.650,1337.36,519.13,1434.58,2012/May-June
17/06/2012 12:36:33.367,1255.23,479.89,1343.83,2012/May-June
17/06/2012 16:34:44.155,1196.89,277.02,1228.53,2012/May-June
18/06/2012 05:14:55.855,1269.75,522.93,1373.22,2012/May-June
18/06/2012 09:30:53.694,1265.80,514.11,1366.22,2012/May-June
19/06/2012 14:47:43.158,1141.56,514.68,1252.22,2012/May-June
21/06/2012 02:04:30.412,1292.72,532.68,1398.17,2012/May-June
21/06/2012 13:44:38.270,1207.29,406.25,1273.81,2012/May-June
22/06/2012 03:33:40.611,1188.46,565.97,1316.34,2012/May-June
22/06/2012 07:59:21.939,1246.83,625.63,1394.99,2012/May-June
22/06/2012 12:32:59.495,1189.46,335.03,1235.74,2012/May-June
23/06/2012 00:05:11.523,1264.26,286.25,1296.26,2012/May-June
23/06/2012 08:04:16.087,1259.20,557.08,1376.92,2012/May-June
23/06/2012 12:47:55.316,1181.32,268.62,1211.48,2012/May-June
23/06/2012 16:11:34.001,1274.40,553.34,1389.35,2012/May-June
23/06/2012 16:21:56.227,1252.18,559.61,1371.54,2012/May-June
23/06/2012 16:38:48.325,1163.30,564.95,1293.23,2012/May-June
23/06/2012 16:50:14.341,1156.64,412.42,1227.96,2012/May-June
23/06/2012 20:15:28.878,1173.51,520.51,1283.77,2012/May-June
23/06/2012 22:09:20.280,1226.47,496.44,1323.13,2012/May-June
24/06/2012 01:53:36.114,1173.62,497.28,1274.63,2012/May-June
24/06/2012 02:00:54.896,1282.01,483.37,1370.11,2012/May-June
24/06/2012 03:03:08.299,1279.27,488.03,1369.19,2012/May-June
24/06/2012 03:03:31.273,1293.12,479.46,1379.15,2012/May-June
24/06/2012 04:49:44.646,1347.87,546.42,1454.42,2012/May-June
24/06/2012 05:06:00.827,1280.38,158.20,1290.11,2012/May-June
24/06/2012 07:04:54.464,1246.14,443.55,1322.73,2012/May-June
24/06/2012 07:07:20.977,1190.25,549.74,1311.07,2012/May-June
24/06/2012 07:31:59.566,1124.40,397.99,1192.76,2012/May-June
24/06/2012 07:32:21.319,1227.32,443.22,1304.90,2012/May-June
24/06/2012 07:33:23.086,1198.53,480.53,1291.27,2012/May-June
24/06/2012 07:42:52.769,1307.12,329.94,1348.12,2012/May-June
24/06/2012 07:46:09.078,1224.32,578.98,1354.32,2012/May-June
24/06/2012 07:52:06.624,1233.97,318.92,1274.52,2012/May-June
24/06/2012 07:54:22.081,1206.78,310.74,1246.14,2012/May-June
24/06/2012 07:57:41.327,1313.12,296.45,1346.17,2012/May-June
24/06/2012 08:01:55.065,1174.41,329.29,1219.70,2012/May-June
24/06/2012 08:20:06.795,1187.15,511.46,1292.64,2012/May-June
24/06/2012 08:22:12.089,1107.68,353.24,1162.64,2012/May-June
24/06/2012 08:22:57.223,1291.31,359.61,1340.45,2012/May-June
24/06/2012 09:58:08.579,1234.95,396.18,1296.94,2012/May-June
24/06/2012 10:00:49.488,1341.22,402.11,1400.20,2012/May-June
24/06/2012 10:03:39.873,1297.78,444.74,1371.87,2012/May-June
24/06/2012 10:12:14.976,1171.27,434.27,1249.19,2012/May-June
24/06/2012 10:48:35.103,1228.93,350.14,1277.84,2012/May-June
24/06/2012 11:31:33.753,1220.44,555.11,1340.76,2012/May-June
24/06/2012 12:07:31.740,1237.74,553.07,1355.68,2012/May-June
24/06/2012 12:19:55.273,1259.09,541.52,1370.60,2012/May-June
24/06/2012 13:44:16.097,1186.67,523.65,1297.07,2012/May-June
24/06/2012 13:46:31.804,1172.11,505.13,1276.33,2012/May-June
24/06/2012 14:13:35.897,1260.05,431.40,1331.85,2012/May-June
24/06/2012 14:48:30.641,1178.36,442.00,1258.53,2012/May-June
24/06/2012 15:12:01.767,1249.19,616.54,1393.06,2012/May-June
24/06/2012 15:12:03.325,1295.17,592.82,1424.40,2012/May-June
24/06/2012 15:14:43.306,1142.01,628.24,1303.41,2012/May-June
24/06/2012 15:17:22.490,1243.27,615.54,1387.30,2012/May-June
24/06/2012 15:26:01.813,1362.61,523.65,1459.77,2012/May-June
24/06/2012 15:29:52.693,1265.24,614.29,1406.48,2012/May-June
24/06/2012 15:33:12.869,1284.08,351.91,1331.43,2012/May-June
24/06/2012 15:49:51.172,1305.34,618.97,1444.66,2012/May-June
24/06/2012 16:02:26.136,1181.08,586.54,1318.70,2012/May-June
24/06/2012 16:07:33.451,1180.12,320.66,1222.91,2012/May-June
24/06/2012 16:13:57.927,1258.46,370.06,1311.74,2012/May-June
24/06/2012 16:16:07.693,1290.67,369.49,1342.52,2012/May-June
24/06/2012 16:16:39.098,1212.18,360.49,1264.65,2012/May-June
24/06/2012 16:16:42.469,1245.20,358.65,1295.82,2012/May-June
24/06/2012 16:17:25.965,1273.41,368.37,1325.62,2012/May-June
24/06/2012 16:24:25.471,1183.35,390.55,1246.14,2012/May-June
24/06/2012 16:25:04.640,1257.88,555.10,1374.92,2012/May-June
24/06/2012 16:43:13.772,1209.13,320.95,1251.00,2012/May-June
24/06/2012 16:43:24.565,1187.35,317.29,1229.01,2012/May-June
24/06/2012 16:43:35.131,1261.83,361.58,1312.61,2012/May-June
24/06/2012 16:44:47.233,1051.45,292.60,1091.40,2012/May-June
24/06/2012 16:45:29.366,1252.32,356.88,1302.17,2012/May-June
24/06/2012 16:55:33.621,1291.54,380.09,1346.31,2012/May-June
24/06/2012 16:57:46.586,1239.78,554.34,1358.07,2012/May-June
24/06/2012 17:06:14.713,1212.05,559.44,1334.93,2012/May-June
24/06/2012 17:10:24.511,1240.13,399.60,1302.92,2012/May-June
24/06/2012 17:11:38.879,1229.70,539.34,1342.77,2012/May-June
24/06/2012 17:12:01.085,1216.82,492.94,1312.88,2012/May-June
24/06/2012 17:12:08.775,1290.33,505.31,1385.75,2012/May-June
24/06/2012 17:13:21.885,1281.29,460.57,1361.56,2012/May-June
24/06/2012 17:13:40.465,1198.68,526.43,1309.18,2012/May-June
24/06/2012 17:15:21.439,1204.97,587.13,1340.40,2012/May-June
24/06/2012 17:23:47.267,1323.81,553.73,1434.95,2012/May-June
24/06/2012 17:27:14.363,1148.82,414.60,1221.34,2012/May-June
24/06/2012 17:29:40.733,1139.69,498.80,1244.07,2012/May-June
24/06/2012 17:31:45.838,1257.39,511.19,1357.33,2012/May-June
24/06/2012 17:33:02.512,1188.36,511.29,1293.68,2012/May-June
24/06/2012 17:42:09.242,1172.94,390.55,1236.25,2012/May-June
24/06/2012 17:46:18.806,1199.56,463.49,1285.99,2012/May-June
24/06/2012 17:46:19.048,1228.60,500.42,1326.60,2012/May-June
24/06/2012 17:48:06.175,1353.37,488.78,1438.93,2012/May-June
24/06/2012 17:49:03.736,1191.37,468.37,1280.13,2012/May-June
24/06/2012 17:50:58.180,1308.89,382.59,1363.66,2012/May-June
24/06/2012 17:51:03.508,1310.69,531.92,1414.51,2012/May-June
24/06/2012 17:51:21.590,1213.19,372.32,1269.04,2012/May-June
24/06/2012 17:56:56.760,1199.64,333.42,1245.12,2012/May-June
24/06/2012 18:02:37.173,1303.33,585.47,1428.79,2012/May-June
24/06/2012 18:03:40.495,1320.92,423.08,1387.02,2012/May-June
24/06/2012 18:09:14.338,1238.21,435.17,1312.46,2012/May-June
24/06/2012 18:09:43.342,1176.93,404.83,1244.61,2012/May-June
24/06/2012 18:14:09.041,1408.94,411.50,1467.80,2012/May-June
24/06/2012 18:18:50.699,1177.34,387.88,1239.59,2012/May-June
24/06/2012 18:25:53.904,1313.84,573.29,1433.47,2012/May-June
24/06/2012 18:36:48.363,1216.77,354.00,1267.22,2012/May-June
24/06/2012 18:41:03.265,1333.10,562.74,1447.01,2012/May-June
24/06/2012 18:41:44.561,1334.66,459.08,1411.41,2012/May-June
24/06/2012 18:50:12.458,1185.10,476.86,1277.44,2012/May-June
24/06/2012 18:51:44.671,1214.51,485.92,1308.11,2012/May-June
24/06/2012 19:38:02.967,1269.28,252.55,1294.16,2012/May-June
24/06/2012 19:56:57.559,1253.01,464.52,1336.35,2012/May-June
24/06/2012 20:24:15.122,1252.04,228.87,1272.79,2012/May-June
24/06/2012 21:47:45.594,1197.25,600.73,1339.51,2012/May-June
24/06/2012 21:56:54.946,1191.38,579.63,1324.89,2012/May-June
24/06/2012 21:58:40.996,1327.46,504.32,1420.03,2012/May-June
24/06/2012 22:01:50.717,1310.74,539.25,1417.33,2012/May-June
24/06/2012 22:40:55.843,1322.61,485.72,1408.98,2012/May-June
24/06/2012 22:42:10.503,1252.54,495.90,1347.14,2012/May-June
24/06/2012 22:44:48.349,1207.80,547.17,1325.96,2012/May-June
24/06/2012 23:10:55.008,1294.17,603.59,1428.00,2012/May-June
24/06/2012 23:14:56.252,1298.04,619.15,1438.14,2012/May-June
24/06/2012 23:17:29.257,1189.15,624.26,1343.04,2012/May-June
24/06/2012 23:20:03.493,1192.52,600.45,1335.16,2012/May-June
24/06/2012 23:27:29.523,1148.12,418.21,1221.92,2012/May-June
25/06/2012 01:00:47.742,1211.84,554.97,1332.88,2012/May-June
25/06/2012 01:00:54.528,1260.47,554.77,1377.16,2012/May-June
25/06/2012 01:03:36.077,1248.22,552.93,1365.21,2012/May-June
25/06/2012 01:10:18.010,1159.94,546.23,1282.12,2012/May-June
25/06/2012 01:41:02.713,1245.73,481.91,1335.70,2012/May-June
25/06/2012 02:02:36.352,1334.47,539.58,1439.43,2012/May-June
25/06/2012 02:08:55.986,1263.37,510.74,1362.71,2012/May-June
25/06/2012 02:21:12.400,1227.12,536.72,1339.36,2012/May-June
25/06/2012 03:09:11.459,1160.66,565.69,1291.17,2012/May-June
25/06/2012 03:17:18.671,1159.56,571.92,1292.93,2012/May-June
25/06/2012 03:51:03.648,1224.71,494.40,1320.74,2012/May-June
25/06/2012 04:19:53.235,1171.03,447.75,1253.71,2012/May-June
25/06/2012 04:28:31.265,1244.34,556.95,1363.30,2012/May-June
25/06/2012 04:32:53.571,1232.52,592.68,1367.62,2012/May-June
25/06/2012 04:33:13.298,1198.92,576.78,1330.45,2012/May-June
25/06/2012 05:04:20.272,1196.19,389.24,1257.93,2012/May-June
25/06/2012 05:37:28.201,1217.03,539.76,1331.36,2012/May-June
25/06/2012 05:37:42.654,1219.54,516.21,1324.30,2012/May-June
25/06/2012 05:42:24.285,1295.24,587.34,1422.19,2012/May-June
25/06/2012 05:43:05.478,1201.11,521.83,1309.57,2012/May-June
25/06/2012 06:07:47.763,1204.62,543.69,1321.63,2012/May-June
25/06/2012 06:27:40.001,1155.79,490.18,1255.44,2012/May-June
25/06/2012 07:54:31.727,1246.35,607.40,1386.48,2012/May-June
25/06/2012 08:10:28.416,1147.84,528.44,1263.64,2012/May-June
25/06/2012 08:10:43.421,1187.64,498.28,1287.94,2012/May-June
25/06/2012 08:12:56.122,1318.83,498.93,1410.05,2012/May-June
25/06/2012 08:26:41.471,1208.08,472.08,1297.04,2012/May-June
25/06/2012 08:26:45.320,1155.88,415.53,1228.30,2012/May-June
25/06/2012 08:28:13.487,1265.50,635.48,1416.09,2012/May-June
25/06/2012 08:28:57.851,1150.39,483.19,1247.75,2012/May-June
25/06/2012 08:30:28.782,1280.30,450.10,1357.11,2012/May-June
25/06/2012 08:34:21.764,1282.08,503.95,1377.57,2012/May-June
25/06/2012 08:37:45.413,1212.66,466.77,1299.39,2012/May-June
25/06/2012 08:41:12.642,1313.11,453.12,1389.09,2012/May-June
25/06/2012 08:42:26.710,1296.28,607.60,1431.61,2012/May-June
25/06/2012 09:04:07.579,1170.45,530.02,1284.87,2012/May-June
25/06/2012 09:13:59.922,1208.06,497.64,1306.54,2012/May-June
25/06/2012 09:20:03.313,1194.20,509.78,1298.46,2012/May-June
25/06/2012 09:39:17.105,1245.02,496.57,1340.39,2012/May-June
25/06/2012 09:47:05.018,1218.09,516.78,1323.18,2012/May-June
25/06/2012 09:56:54.839,1268.48,561.54,1387.22,2012/May-June
25/06/2012 10:26:16.351,1234.89,473.53,1322.57,2012/May-June
25/06/2012 11:20:39.257,1278.46,507.11,1375.36,2012/May-June
25/06/2012 11:27:05.512,1228.59,495.07,1324.59,2012/May-June
25/06/2012 11:30:11.492,1244.53,592.96,1378.57,2012/May-June
25/06/2012 11:45:04.945,1382.47,631.84,1520.01,2012/May-June
25/06/2012 11:51:18.030,1205.52,496.57,1303.78,2012/May-June
25/06/2012 12:01:56.395,1215.86,630.98,1369.84,2012/May-June
25/06/2012 12:06:28.899,1246.41,472.29,1332.89,2012/May-June
25/06/2012 12:09:07.974,1086.25,415.03,1162.83,2012/May-June
25/06/2012 12:14:25.462,1244.46,521.09,1349.16,2012/May-June
25/06/2012 12:53:41.085,1369.19,556.28,1477.88,2012/May-June
25/06/2012 12:54:10.722,1122.60,552.49,1251.19,2012/May-June
25/06/2012 12:54:21.268,1171.32,568.54,1302.00,2012/May-June
25/06/2012 12:54:33.127,1312.91,566.32,1429.84,2012/May-June
25/06/2012 12:55:37.502,1196.19,562.35,1321.78,2012/May-June
25/06/2012 12:56:14.726,1202.21,578.78,1334.28,2012/May-June
25/06/2012 13:02:37.462,1189.22,500.93,1290.42,2012/May-June
25/06/2012 13:15:44.581,1192.96,558.33,1317.15,2012/May-June
25/06/2012 13:32:57.948,1228.84,570.66,1354.88,2012/May-June
25/06/2012 13:35:45.804,1199.73,584.62,1334.59,2012/May-June
25/06/2012 13:55:36.232,1193.36,591.24,1331.79,2012/May-June
25/06/2012 14:12:10.710,1181.67,510.69,1287.30,2012/May-June
25/06/2012 14:25:18.407,1251.28,522.36,1355.94,2012/May-June
25/06/2012 14:25:52.572,1257.30,478.97,1345.44,2012/May-June
25/06/2012 14:26:36.114,1130.08,442.78,1213.73,2012/May-June
25/06/2012 14:27:43.075,1341.99,429.17,1408.94,2012/May-June
25/06/2012 14:30:16.247,1247.18,437.20,1321.59,2012/May-June
25/06/2012 14:37:46.043,1181.69,429.30,1257.26,2012/May-June
25/06/2012 14:42:27.899,1128.50,463.50,1219.97,2012/May-June
25/06/2012 14:42:53.476,1255.35,445.48,1332.04,2012/May-June
25/06/2012 14:43:39.737,1204.82,429.20,1278.99,2012/May-June
25/06/2012 14:44:45.892,1181.75,439.02,1260.67,2012/May-June
25/06/2012 14:45:28.794,1230.38,486.98,1323.25,2012/May-June
25/06/2012 14:48:25.747,1221.11,410.21,1288.17,2012/May-June
25/06/2012 14:50:05.233,1280.79,459.84,1360.83,2012/May-June
25/06/2012 14:51:30.481,1302.60,432.59,1372.55,2012/May-June
25/06/2012 14:54:12.186,1145.59,445.43,1229.14,2012/May-June
25/06/2012 15:00:51.280,1303.74,585.35,1429.11,2012/May-June
25/06/2012 15:03:49.868,1107.56,528.85,1227.34,2012/May-June
25/06/2012 15:08:17.810,1237.49,443.40,1314.53,2012/May-June
25/06/2012 15:18:45.772,1208.72,461.46,1293.81,2012/May-June
25/06/2012 15:22:16.346,1298.07,419.57,1364.19,2012/May-June
25/06/2012 15:22:31.157,1272.67,432.18,1344.05,2012/May-June
25/06/2012 15:28:26.793,1191.64,413.63,1261.39,2012/May-June
25/06/2012 15:40:29.672,1258.09,403.62,1321.25,2012/May-June
25/06/2012 15:46:29.083,1203.07,417.50,1273.45,2012/May-June
25/06/2012 15:48:56.179,1247.64,424.58,1317.91,2012/May-June
25/06/2012 15:49:03.481,1235.31,408.11,1300.98,2012/May-June
25/06/2012 15:50:13.831,1272.12,419.88,1339.62,2012/May-June
25/06/2012 15:51:59.972,1250.45,415.86,1317.79,2012/May-June
25/06/2012 15:52:47.666,1304.70,433.24,1374.75,2012/May-June
25/06/2012 15:54:05.857,1290.29,388.87,1347.61,2012/May-June
25/06/2012 15:55:07.848,1247.47,410.39,1313.24,2012/May-June
25/06/2012 15:57:34.621,1331.99,429.55,1399.54,2012/May-June
25/06/2012 16:04:39.038,1317.64,515.99,1415.07,2012/May-June
25/06/2012 16:09:33.976,1288.56,538.64,1396.61,2012/May-June
25/06/2012 16:10:51.972,1220.67,345.67,1268.67,2012/May-June
25/06/2012 16:19:47.526,1187.26,391.02,1249.99,2012/May-June
25/06/2012 16:20:24.973,1195.46,548.28,1315.20,2012/May-June
25/06/2012 16:31:00.510,1241.87,401.85,1305.26,2012/May-June
25/06/2012 16:31:50.340,904.08,399.28,988.33,2012/May-June
25/06/2012 16:41:26.145,1195.62,570.11,1324.58,2012/May-June
25/06/2012 16:48:01.567,1243.35,377.17,1299.29,2012/May-June
25/06/2012 16:51:52.161,1217.09,400.05,1281.15,2012/May-June
25/06/2012 17:06:03.160,1256.39,552.65,1372.57,2012/May-June
25/06/2012 17:08:45.485,1309.11,388.36,1365.50,2012/May-June
25/06/2012 17:28:48.061,1089.48,368.05,1149.97,2012/May-June
25/06/2012 17:29:11.832,1196.91,351.06,1247.33,2012/May-June
25/06/2012 17:35:09.130,1219.46,380.47,1277.44,2012/May-June
25/06/2012 17:44:11.018,1236.69,332.97,1280.73,2012/May-June
25/06/2012 17:45:41.310,1181.78,300.12,1219.30,2012/May-June
25/06/2012 17:48:41.726,1256.26,475.67,1343.30,2012/May-June
25/06/2012 18:12:00.769,1177.11,240.61,1201.45,2012/May-June
25/06/2012 18:15:30.568,1195.70,519.73,1303.77,2012/May-June
25/06/2012 18:34:14.715,1203.64,365.19,1257.82,2012/May-June
25/06/2012 18:48:17.448,1244.20,356.67,1294.31,2012/May-June
25/06/2012 18:51:29.867,1262.25,414.75,1328.64,2012/May-June
25/06/2012 19:01:28.062,1144.67,225.12,1166.60,2012/May-June
25/06/2012 19:51:31.767,1159.70,361.00,1214.59,2012/May-June
25/06/2012 19:51:32.214,1234.85,362.89,1287.07,2012/May-June
25/06/2012 19:51:49.487,1168.50,429.27,1244.86,2012/May-June
25/06/2012 20:18:40.193,1263.99,356.72,1313.36,2012/May-June
25/06/2012 21:48:25.057,1189.22,536.39,1304.60,2012/May-June
25/06/2012 22:11:16.190,1129.18,522.87,1244.36,2012/May-June
25/06/2012 22:33:09.226,1180.39,385.89,1241.86,2012/May-June
25/06/2012 22:33:17.838,1179.60,368.91,1235.94,2012/May-June
25/06/2012 22:38:25.952,1180.93,560.10,1307.02,2012/May-June
25/06/2012 22:46:33.008,1218.26,499.28,1316.60,2012/May-June
25/06/2012 23:26:08.567,1164.07,430.22,1241.03,2012/May-June
26/06/2012 01:03:11.875,1259.49,589.32,1390.55,2012/May-June
26/06/2012 01:09:01.367,1371.18,450.57,1443.32,2012/May-June
26/06/2012 01:14:04.407,1133.81,612.56,1288.70,2012/May-June
26/06/2012 01:16:13.834,1253.39,601.27,1390.15,2012/May-June
26/06/2012 01:22:46.683,1213.60,491.64,1309.40,2012/May-June
26/06/2012 01:26:09.297,1258.46,528.17,1364.80,2012/May-June
26/06/2012 01:27:27.994,1274.01,402.29,1336.02,2012/May-June
26/06/2012 02:43:37.695,1125.41,444.68,1210.08,2012/May-June
26/06/2012 03:12:48.027,1225.29,214.80,1243.97,2012/May-June
26/06/2012 03:23:30.143,1211.49,232.25,1233.55,2012/May-June
26/06/2012 04:33:35.660,1250.76,586.86,1381.59,2012/May-June
26/06/2012 05:34:37.649,1250.96,262.50,1278.20,2012/May-June
26/06/2012 06:39:09.911,1337.33,519.61,1434.73,2012/May-June
26/06/2012 06:43:34.820,1450.73,551.11,1551.88,2012/May-June
26/06/2012 06:44:02.074,1193.62,587.22,1330.25,2012/May-June
26/06/2012 06:44:23.037,1053.83,499.47,1166.20,2012/May-June
26/06/2012 06:44:26.635,1216.26,560.07,1339.02,2012/May-June
26/06/2012 06:55:30.528,1348.24,506.00,1440.07,2012/May-June
26/06/2012 06:56:06.419,1292.59,523.94,1394.74,2012/May-June
26/06/2012 06:58:39.021,1151.00,480.62,1247.31,2012/May-June
26/06/2012 07:00:05.744,1218.47,432.28,1292.88,2012/May-June
26/06/2012 07:04:41.729,1248.06,482.42,1338.05,2012/May-June
26/06/2012 07:09:29.827,1244.54,546.08,1359.07,2012/May-June
26/06/2012 07:36:34.004,1331.74,276.01,1360.04,2012/May-June
26/06/2012 07:50:46.778,1254.82,266.60,1282.83,2012/May-June
26/06/2012 08:17:18.512,1278.47,316.76,1317.13,2012/May-June
26/06/2012 08:37:36.951,1348.58,510.10,1441.83,2012/May-June
26/06/2012 09:00:42.487,1231.99,211.32,1249.98,2012/May-June
26/06/2012 09:07:23.879,1189.16,463.45,1276.28,2012/May-June
26/06/2012 09:45:20.207,1191.14,423.11,1264.06,2012/May-June
26/06/2012 11:30:34.952,1181.42,354.21,1233.37,2012/May-June
26/06/2012 11:32:34.867,1296.07,399.65,1356.29,2012/May-June
26/06/2012 11:49:37.127,1240.70,475.86,1328.83,2012/May-June
26/06/2012 11:54:47.771,1200.24,369.25,1255.75,2012/May-June
26/06/2012 12:38:53.383,1203.13,395.35,1266.42,2012/May-June
26/06/2012 12:59:59.766,1266.18,356.96,1315.53,2012/May-June
26/06/2012 15:09:55.358,1190.07,598.02,1331.88,2012/May-June
26/06/2012 15:10:00.071,1347.95,555.32,1457.86,2012/May-June
26/06/2012 15:42:24.012,1161.88,600.48,1307.88,2012/May-June
26/06/2012 15:51:58.012,1126.31,484.64,1226.15,2012/May-June
26/06/2012 16:24:33.121,1235.96,320.29,1276.79,2012/May-June
26/06/2012 16:24:43.445,1213.02,334.20,1258.22,2012/May-June
26/06/2012 18:19:34.144,1324.62,655.55,1477.96,2012/May-June
26/06/2012 18:23:34.386,1202.05,546.17,1320.32,2012/May-June
26/06/2012 18:26:18.080,1266.49,561.97,1385.57,2012/May-June
26/06/2012 18:27:40.870,1187.73,622.00,1340.74,2012/May-June
26/06/2012 18:36:06.239,1356.42,742.41,1546.31,2012/May-June
26/06/2012 19:36:09.591,1227.55,531.63,1337.73,2012/May-June
26/06/2012 19:52:51.294,1263.77,307.74,1300.70,2012/May-June
26/06/2012 20:39:04.541,1158.04,382.82,1219.68,2012/May-June
26/06/2012 21:39:14.209,1196.69,241.99,1220.91,2012/May-June
26/06/2012 21:48:39.862,1145.74,232.42,1169.08,2012/May-June
26/06/2012 22:01:24.054,1251.47,295.13,1285.80,2012/May-June
26/06/2012 22:25:41.122,1212.04,377.03,1269.33,2012/May-June
26/06/2012 22:34:29.046,1324.29,364.49,1373.54,2012/May-June
26/06/2012 22:59:06.046,1221.61,408.63,1288.14,2012/May-June
26/06/2012 23:08:26.451,1198.32,432.63,1274.02,2012/May-June
26/06/2012 23:12:50.422,1204.27,408.68,1271.73,2012/May-June
26/06/2012 23:17:46.272,1219.91,401.71,1284.35,2012/May-June
26/06/2012 23:28:32.599,1138.53,310.77,1180.18,2012/May-June
26/06/2012 23:30:26.373,1150.01,431.97,1228.46,2012/May-June
26/06/2012 23:30:30.959,1202.99,448.72,1283.95,2012/May-June
26/06/2012 23:30:55.560,1135.58,435.86,1216.35,2012/May-June
26/06/2012 23:39:10.735,1421.81,578.17,1534.87,2012/May-June
27/06/2012 00:01:05.602,1326.67,191.44,1340.41,2012/May-June
27/06/2012 00:15:20.666,1331.70,261.40,1357.12,2012/May-June
27/06/2012 00:27:35.844,1203.24,285.50,1236.65,2012/May-June
27/06/2012 00:53:51.345,1340.58,328.98,1380.35,2012/May-June
27/06/2012 00:54:31.087,1223.51,378.05,1280.59,2012/May-June
27/06/2012 00:57:40.645,1193.10,189.64,1208.07,2012/May-June
27/06/2012 01:00:03.135,1260.39,344.95,1306.74,2012/May-June
27/06/2012 01:06:08.436,1191.33,454.91,1275.23,2012/May-June
27/06/2012 01:06:58.120,1152.21,396.58,1218.55,2012/May-June
27/06/2012 01:10:04.312,1127.62,368.57,1186.33,2012/May-June
27/06/2012 01:39:14.700,1187.86,373.53,1245.21,2012/May-June
27/06/2012 01:41:10.239,1166.20,239.88,1190.61,2012/May-June
27/06/2012 01:48:56.563,1163.05,279.77,1196.23,2012/May-June
27/06/2012 02:02:57.332,1359.65,582.94,1479.35,2012/May-June
27/06/2012 02:12:35.255,1392.55,220.10,1409.84,2012/May-June
27/06/2012 02:21:05.832,1215.75,410.65,1283.23,2012/May-June
